answer,depth,len,used_facts,used_rules,premise,hypothesis,count_rules
True,3,6,"[array(['The tiger visits the dog.', 'The dog is young.',
        'The tiger is cold.'], dtype=object)             ]","[array(['If something is young then it needs the tiger.',
        'If something needs the tiger and the tiger is cold then it is green.',
        'If something visits the dog and the dog is green then it is young.'],
       dtype=object)                                                           ]",The tiger is cold. The dog is young. The tiger needs the dog. The bald eagle needs the mouse. The tiger visits the dog. The dog needs the mouse. The mouse is red. The bald eagle visits the mouse. The tiger needs the bald eagle. The dog visits the mouse. The mouse visits the bald eagle. The mouse is rough.  If something is young then it needs the tiger. If something is cold and it needs the bald eagle then the bald eagle visits the mouse. If something visits the dog and the dog is green then it is young. If the mouse visits the dog then the mouse visits the tiger. If something needs the tiger and the tiger is cold then it is green. If something needs the mouse then it visits the bald eagle. ,The tiger is young.,3
True,3,4,"[array(['Harry is round.'], dtype=object)]","[array(['If something is round then it is nice.',
        'All nice things are white.',
        'If something is white then it is not rough.'], dtype=object)]","Harry is round.  If something is white then it is not rough. All big, nice things are not round. If something is nice and blue then it is big. All nice things are white. If something is round and not big then it is not white. If something is round then it is nice. ",Harry is not rough.,3
True,3,5,"[array(['Fiona is nice.', 'Fiona is nice.'], dtype=object)]","[array(['If something is nice then it is blue.',
        'If something is blue then it is young.',
        'All young, nice things are green.'], dtype=object)]","Erin is nice. Gary is nice. Erin is cold. Fiona is nice. Gary is big. Gary is cold. Harry is young. Harry is blue. Harry is big. Erin is big. Harry is kind. Harry is nice. Harry is green. Erin is young. Fiona is big. Gary is blue.  If something is nice then it is blue. All young, nice things are green. If something is nice then it is big. If Harry is green and Harry is young then Harry is nice. If something is blue then it is young. If Erin is young and Erin is big then Erin is cold. ",Fiona is green.,3
False,3,6,"[array(['The tiger is nice.', 'The tiger chases the rabbit.',
        'The rabbit chases the tiger.'], dtype=object)       ]","[array(['If someone is nice and they chase the rabbit then the rabbit is nice.',
        'If someone is nice and they chase the tiger then they are blue.',
        'If someone is blue then they eat the cat.'], dtype=object)             ]",The cat is red. The lion is nice. The tiger chases the cat. The lion sees the cat. The cat chases the tiger. The lion sees the rabbit. The rabbit sees the tiger. The rabbit chases the tiger. The lion sees the tiger. The lion is red. The tiger chases the rabbit. The tiger is nice.  If the rabbit eats the tiger then the tiger is nice. If someone is nice and they chase the tiger then they are blue. If someone is blue then they eat the cat. If someone is nice and they chase the rabbit then the rabbit is nice. If the lion eats the cat and the lion chases the rabbit then the cat is kind. If someone is red and they eat the rabbit then they are blue. If someone is rough then they see the cat. If someone eats the cat and they are kind then they see the tiger. If someone eats the cat then the cat is blue. ,The rabbit does not eat the cat.,3
True,3,5,"[array(['Bob is young.', 'Bob is smart.'], dtype=object)]","[array(['If something is young and smart then it is round.',
        'If something is round then it is nice.',
        'If something is nice then it is red.'], dtype=object)]","Erin is red. Fiona is nice. Fiona is kind. Anne is red. Bob is young. Bob is smart. Anne is nice. Fiona is red. Erin is round. Fiona is smart.  Red things are kind. If something is nice then it is red. Nice things are round. If Anne is furry then Anne is red. If Bob is kind then Bob is furry. If something is young and smart then it is round. If something is round then it is nice. All smart, kind things are nice. All kind, young things are round. ",Bob is red.,3
True,3,4,"[array(['The bald eagle eats the dog.'], dtype=object)]","[array(['If something eats the dog then the dog needs the tiger.',
        'If something needs the tiger then it chases the tiger.',
        'If the dog chases the tiger then the tiger is cold.'],
       dtype=object)                                              ]",The tiger chases the cow. The cow is cold. The bald eagle eats the dog. The tiger does not eat the cow. The tiger needs the cow. The cow does not eat the dog. The cow is young. The tiger needs the bald eagle. The tiger is young. The tiger is red. The tiger chases the dog. The cow chases the tiger. The cow does not chase the bald eagle. The dog needs the bald eagle. The bald eagle is not young. The cow does not need the dog.  If something eats the dog then the dog needs the tiger. If the tiger does not chase the cow then the tiger chases the bald eagle. If the cow eats the tiger and the cow chases the bald eagle then the bald eagle needs the dog. If the dog chases the tiger then the tiger is cold. If something is young then it needs the cow. If something needs the tiger then it chases the tiger. ,The tiger is cold.,3
True,3,5,"[array(['The mouse is kind.', 'The cow chases the mouse.'], dtype=object)]","[array(['If someone chases the mouse then the mouse chases the cow.',
        'If someone is kind and they chase the cow then the cow needs the mouse.',
        'If someone needs the mouse then they need the cow.'], dtype=object)      ]",The lion is nice. The cow chases the lion. The mouse is nice. The cow sees the mouse. The mouse is kind. The mouse needs the cow. The cow chases the mouse.  If someone is kind and they chase the cow then the cow needs the mouse. If someone chases the mouse then the mouse chases the cow. If someone needs the mouse then they need the cow. If the cow is not green then the cow sees the lion. If someone is green and they see the cow then the cow needs the mouse. If someone is cold then they need the lion. ,The cow needs the cow.,3
True,3,6,"[array(['The bear is kind.', 'The bear is kind.'], dtype=object)]","[array(['All kind people are rough.', 'All kind people are rough.',
        'If someone is rough then they are blue.',
        'All rough, blue people are not nice.'], dtype=object)     ]","The bear is kind.  All rough, blue people are not nice. All blue, young people are kind. If the bear is young and the bear is nice then the bear is kind. All kind people are rough. Young, nice people are blue. All nice people are blue. If someone is rough then they are blue. If the bear is nice and the bear is kind then the bear is not blue. ",The bear is not nice.,3
True,3,5,"[array(['The dog is rough.', 'The dog likes the lion.'], dtype=object)]","[array(['Rough people are big.',
        'If the dog is big and the dog likes the lion then the lion is kind.',
        'If the lion is kind then the lion likes the dog.'], dtype=object)    ]",The dog likes the lion. The dog is rough. The lion eats the dog.  If someone eats the dog then they are not young. If someone needs the dog then the dog needs the lion. If the dog is big and the dog likes the lion then the lion is kind. If the lion needs the dog and the dog is kind then the dog is big. If the lion is kind then the lion likes the dog. Rough people are big. ,The lion likes the dog.,3
False,3,4,"[array(['Anne is young.'], dtype=object)]","[array(['Young people are quiet.', 'Quiet people are furry.',
        'If Anne is furry then Anne is white.'], dtype=object)]",Bob is quiet. Anne is young. Gary is not white.  Quiet people are furry. If Bob is red and Bob is not white then Bob is furry. If Anne is furry then Anne is white. If Bob is young and Bob is not kind then Bob is white. If Gary is not young and Gary is not red then Gary is furry. Young people are quiet. ,Anne is not white.,3
True,3,4,"[array(['The bear visits the squirrel.'], dtype=object)]","[array(['If someone visits the squirrel then the squirrel likes the lion.',
        'If someone likes the lion then they like the cow.',
        'If someone likes the cow then they are not red.'], dtype=object)  ]",The bear sees the lion. The cow sees the lion. The lion is not big. The lion sees the squirrel. The squirrel is not rough. The lion sees the bear. The bear likes the cow. The squirrel sees the lion. The squirrel is not big. The squirrel visits the bear. The cow likes the squirrel. The bear visits the squirrel.  If someone visits the squirrel then the squirrel likes the lion. If someone visits the lion then they are red. If someone likes the lion then they like the cow. If someone visits the cow and they do not see the cow then they see the squirrel. If someone likes the cow then they are not red. If someone visits the bear then they do not like the bear. If someone likes the lion and the lion is red then the lion likes the cow. If someone sees the lion and they are big then the lion does not like the squirrel. ,The squirrel is not red.,3
True,3,6,"[array(['Charlie is big.', 'Charlie is big.', 'Charlie is big.'],
       dtype=object)
 array(['Charlie is big.', 'Charlie is big.', 'Charlie is white.'],
       dtype=object)
 array(['Charlie is white.', 'Charlie is big.', 'Charlie is big.'],
       dtype=object)
 array(['Charlie is white.', 'Charlie is big.', 'Charlie is white.'],
       dtype=object)
 array(['Charlie is big.', 'Charlie is white.', 'Charlie is big.'],
       dtype=object)
 array(['Charlie is big.', 'Charlie is white.', 'Charlie is white.'],
       dtype=object)
 array(['Charlie is white.', 'Charlie is white.', 'Charlie is big.'],
       dtype=object)
 array(['Charlie is white.', 'Charlie is white.', 'Charlie is white.'],
       dtype=object)                                                   ]","[array(['Big things are green.', 'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)
 array(['Big things are green.', 'All white things are big.',
        'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)
 array(['All white things are big.', 'Big things are green.',
        'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)
 array(['All white things are big.', 'Big things are green.',
        'All white things are big.', 'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)
 array(['All white things are big.', 'Big things are green.',
        'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)
 array(['All white things are big.', 'Big things are green.',
        'All white things are big.', 'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)
 array(['All white things are big.', 'All white things are big.',
        'Big things are green.', 'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)
 array(['All white things are big.', 'All white things are big.',
        'Big things are green.', 'All white things are big.',
        'Green, big things are nice.',
        'If something is big and nice then it is rough.'], dtype=object)]","Dave is blue. Dave is white. Dave is nice. Anne is blue. Dave is quiet. Charlie is big. Anne is big. Anne is rough. Dave is green. Dave is rough. Anne is quiet. Anne is green. Anne is nice. Charlie is white. Dave is big.  If something is big and nice then it is rough. Green, big things are nice. If Anne is blue and Anne is green then Anne is rough. All white things are big. If something is blue then it is white. All quiet, nice things are green. If Dave is green then Dave is quiet. Big things are green. ",Charlie is rough.,3
False,3,5,"[array(['Erin is furry.', 'Erin is furry.'], dtype=object)]","[array(['If someone is furry then they are nice.',
        'All nice people are big.',
        'If someone is furry and big then they are rough.'], dtype=object)]",Bob is big. Dave is young. Bob is rough. Bob is young. Dave is rough. Bob is not smart. Erin is furry.  If someone is furry then they are nice. If Dave is furry and Dave is not young then Dave is not nice. If Bob is rough and Bob is furry then Bob is nice. All nice people are big. If Dave is young and Dave is big then Dave is smart. If someone is furry and big then they are rough. ,Erin is not rough.,3
True,3,5,"[array(['The dog visits the cat.', 'The dog is green.'], dtype=object)]","[array(['All green people are round.',
        'If someone is round then they are kind.',
        'If someone visits the cat and they are kind then the cat eats the dog.'],
       dtype=object)                                                              ]",The cat visits the lion. The cow eats the cat. The dog eats the cow. The dog visits the cat. The dog is nice. The dog is green. The cow eats the dog. The lion eats the dog. The cat needs the cow. The cow is green. The cat visits the dog.  If someone needs the dog then the dog visits the lion. If someone is green and they visit the lion then they need the cat. If someone eats the dog then the dog eats the cow. If someone needs the cat then they visit the cow. If someone is round then they need the dog. All green people are round. If someone visits the cat and they are kind then the cat eats the dog. If someone is round then they are kind. If someone needs the lion then the lion needs the cat. ,The cat eats the dog.,3
False,3,6,"[array(['Erin is furry.', 'Erin is furry.'], dtype=object)]","[array(['If someone is furry then they are kind.',
        'If someone is kind then they are quiet.',
        'If someone is furry then they are kind.',
        'If someone is quiet and kind then they are big.'], dtype=object)]","Charlie is kind. Erin is furry.  If someone is kind and quiet then they are furry. If someone is quiet and kind then they are big. If someone is red then they are blue. If someone is furry then they are kind. Kind, blue people are furry. If someone is kind then they are quiet. ",Erin is not big.,3
True,3,6,"[array(['The tiger sees the cow.', 'The tiger sees the cow.'], dtype=object)]","[array(['If someone sees the cow then they are big.',
        'If someone sees the cow then they are big.',
        'If someone is big then they see the tiger.',
        'If someone is big and they see the tiger then the tiger is kind.'],
       dtype=object)                                                        ]",The cat sees the tiger. The tiger sees the cow. The cow is round.  If someone is big then they see the tiger. If someone visits the tiger then they visit the cow. If someone is big and they see the tiger then the tiger is kind. If someone visits the cat then they visit the tiger. If someone sees the cow then they are big. If someone sees the tiger and the tiger is red then the tiger likes the cow. If someone sees the cat and they visit the tiger then they visit the cat. If someone likes the cat and they like the cow then they visit the tiger. ,The tiger is kind.,3
False,3,5,"[array(['Anne is kind.', 'Anne is kind.'], dtype=object)]","[array(['Kind people are green.', 'All green people are blue.',
        'All blue, kind people are quiet.'], dtype=object)     ]","Dave is blue. Anne is kind. Anne is round. Dave is quiet. Dave is green. Fiona is furry. Fiona is round. Dave is furry. Dave is cold. Erin is green.  All blue, kind people are quiet. If someone is quiet then they are blue. Quiet, round people are cold. All green people are blue. If Fiona is quiet and Fiona is kind then Fiona is green. If someone is cold then they are furry. Kind people are green. ",Anne is not quiet.,3
False,3,5,"[array(['Bob is quiet.', 'Bob is quiet.'], dtype=object)
 array(['Bob is quiet.', 'Bob is quiet.', 'Bob is quiet.'], dtype=object)]","[array(['Quiet people are round.', 'All round people are green.',
        'All green, quiet people are cold.'], dtype=object)
 array(['Quiet people are round.', 'Quiet, round people are green.',
        'All green, quiet people are cold.'], dtype=object)         ]","Bob is quiet. Anne is cold. Bob is white. Harry is big. Harry is nice. Harry is green. Gary is quiet. Anne is nice. Harry is white. Harry is quiet.  Quiet, nice people are white. Quiet, round people are green. If someone is white and nice then they are big. All green, quiet people are cold. All quiet, cold people are nice. If someone is nice then they are round. Quiet people are round. All round people are green. ",Bob is not cold.,3
True,3,5,"[array(['The squirrel is red.', 'The squirrel is red.'], dtype=object)]","[array(['If someone is red then they see the bear.',
        'If someone sees the bear then they need the tiger.',
        'If someone is red and they need the tiger then the tiger is red.'],
       dtype=object)                                                        ]",The bear is round. The bear chases the bald eagle. The squirrel is red. The bald eagle does not need the squirrel. The bald eagle is blue. The bear sees the bald eagle. The bear is blue. The tiger chases the bald eagle. The squirrel is nice. The tiger sees the bald eagle.  If someone chases the squirrel then they see the tiger. If the bald eagle sees the tiger and the tiger chases the bald eagle then the tiger needs the squirrel. If someone sees the bear then they need the tiger. If someone needs the bear then they do not chase the squirrel. If someone is red and they need the tiger then the tiger is red. All blue people are round. If someone sees the tiger and the tiger does not see the bear then they do not chase the tiger. If someone is red then they see the bear. If someone needs the tiger then they chase the bear. ,The tiger is red.,3
False,3,4,"[array(['The mouse likes the rabbit.'], dtype=object)
 array(['The mouse is cold.'], dtype=object)]","[array(['If something likes the rabbit then the rabbit is cold.',
        'If something is cold then it likes the rabbit.',
        'If something likes the rabbit then it chases the rabbit.'],
       dtype=object)
 array(['If something is cold then it likes the rabbit.',
        'If something likes the rabbit then the rabbit is cold.',
        'If something is cold then it likes the rabbit.',
        'If something likes the rabbit then it chases the rabbit.'],
       dtype=object)                                                ]",The rabbit is big. The mouse is not kind. The rabbit chases the mouse. The mouse is not round. The mouse does not need the rabbit. The rabbit does not like the mouse. The mouse is not young. The rabbit does not need the mouse. The mouse is not big. The mouse likes the rabbit. The mouse is cold. The mouse chases the rabbit.  If something is big then it does not need the rabbit. If the rabbit needs the mouse and the mouse does not chase the rabbit then the rabbit is kind. If something likes the rabbit then the rabbit is cold. If something likes the rabbit then it chases the rabbit. If the rabbit likes the mouse then the rabbit is not big. If something is cold then it likes the rabbit. If the mouse needs the rabbit then the rabbit chases the mouse. If the rabbit likes the mouse and the mouse chases the rabbit then the mouse likes the rabbit. ,The rabbit does not chase the rabbit.,3
True,3,4,"[array(['Dave is young.'], dtype=object)]","[array(['Young things are white.', 'All white things are quiet.',
        'All quiet things are blue.'], dtype=object)             ]","Erin is blue. Dave is young. Bob is round.  All quiet things are blue. All blue, cold things are rough. Young, rough things are cold. Young things are white. If something is cold and young then it is blue. All white things are quiet. ",Dave is blue.,3
False,3,5,"[array(['The bald eagle is rough.', 'The bald eagle eats the cow.'],
       dtype=object)
 array(['The lion is young.', 'The lion does not see the bald eagle.',
        'The bald eagle eats the cow.'], dtype=object)                ]","[array(['If someone is rough and they eat the cow then they are young.',
        'If someone is young then they are big.',
        'If someone is big then they visit the dog.'], dtype=object)
 array(['If someone is young then they are big.',
        'If someone is big and they do not see the bald eagle then the bald eagle is rough.',
        'If someone is rough and they eat the cow then they are young.',
        'If someone is young then they are big.',
        'If someone is big then they visit the dog.'], dtype=object)                         ]",The bald eagle is rough. The lion does not see the bald eagle. The cow visits the lion. The cow does not see the dog. The cow sees the bald eagle. The bald eagle eats the cow. The dog is rough. The bald eagle does not eat the dog. The lion is young. The cow visits the bald eagle. The lion sees the cow. The cow is round.  If someone is big and they do not see the bald eagle then the bald eagle is rough. If someone eats the lion and they are big then the lion eats the dog. If someone is big then they visit the dog. If the lion eats the cow then the lion visits the bald eagle. If someone is green and they eat the bald eagle then the bald eagle is not rough. If someone is young then they are big. If someone visits the dog then the dog eats the cow. If someone is rough and they eat the cow then they are young. If someone is big and they see the lion then they are green. ,The bald eagle does not visit the dog.,3
True,3,4,"[array(['The cat is round.'], dtype=object)]","[array(['All round things are nice.', 'All nice things are big.',
        'If the cat is big then the cat is rough.'], dtype=object)]","The cat is round.  All nice things are big. All round things are nice. If something is blue then it is round. Blue things are big. All big, rough things are round. If the cat is big then the cat is nice. If the cat is big then the cat is rough. All rough things are round. ",The cat is rough.,3
True,3,4,"[array(['Erin is white.'], dtype=object)]","[array(['If someone is white then they are furry.',
        'All furry people are smart.', 'All smart people are rough.'],
       dtype=object)                                                  ]","Erin is white. Charlie is quiet. Dave is white.  If someone is white then they are furry. If someone is nice then they are red. All furry people are smart. Nice, red people are furry. All smart people are rough. If Erin is red then Erin is not furry. All quiet people are smart. If someone is furry and not red then they are rough. ",Erin is rough.,3
False,3,4,"[array(['The bald eagle chases the cat.'], dtype=object)]","[array(['If someone chases the cat then they see the cat.',
        'If someone sees the cat then the cat chases the bear.',
        'If someone chases the bear then they are red.'], dtype=object)]",The bald eagle likes the mouse. The bald eagle chases the cat. The mouse likes the cat. The bald eagle sees the bear. The mouse sees the bear. The cat is blue. The bear is nice.  If someone is red then they chase the cat. If someone chases the mouse and the mouse chases the bald eagle then they like the cat. If the cat likes the bald eagle then the cat likes the bear. If someone chases the bear then they are red. If someone sees the mouse then they like the mouse. If someone sees the cat then the cat chases the bear. If someone chases the cat then they see the cat. If someone chases the cat and the cat is round then the cat likes the mouse. If the bald eagle is nice and the bald eagle sees the cat then the cat likes the bald eagle. ,The cat is not red.,3
False,3,4,"[array(['Anne is cold.'], dtype=object)]","[array(['All cold things are red.',
        'If something is red then it is quiet.', 'Quiet things are young.'],
       dtype=object)                                                        ]","Anne is cold. Harry is cold. Dave is quiet. Charlie is big. Harry is quiet. Harry is kind. Charlie is cold. Charlie is quiet. Charlie is red. Harry is white. Dave is big.  All big things are kind. If something is young and quiet then it is kind. All cold things are red. Quiet things are young. Kind, quiet things are white. If something is red then it is quiet. Big things are kind. All kind, big things are quiet. ",Anne is not young.,3
False,3,6,"[array(['Bob is kind.', 'Bob is smart.', 'Bob is kind.'], dtype=object)]","[array(['All smart things are furry.',
        'If Bob is furry and Bob is kind then Bob is round.',
        'Kind, round things are blue.'], dtype=object)       ]","Charlie is not round. Gary is furry. Gary is not cold. Bob is nice. Gary is not smart. Gary is not nice. Bob is kind. Bob is smart. Charlie is furry. Charlie is blue. Charlie is kind. Gary is blue.  If something is round and not furry then it is blue. If something is round then it is furry. All smart things are furry. If Bob is furry and Bob is kind then Bob is round. Kind, round things are blue. If Gary is round then Gary is cold. ",Bob is not blue.,3
True,3,7,"[array(['The bald eagle visits the rabbit.',
        'The rabbit sees the bald eagle.', 'The rabbit is young.',
        'The rabbit sees the bald eagle.'], dtype=object)         ]","[array(['If the bald eagle visits the rabbit and the rabbit sees the bald eagle then the rabbit eats the cat.',
        'If something eats the cat and it is young then it visits the rabbit.',
        'If something visits the rabbit and it sees the bald eagle then the bald eagle is big.'],
       dtype=object)                                                                                           ]",The bald eagle sees the cat. The bald eagle eats the cat. The cat visits the bald eagle. The rabbit is round. The bald eagle does not visit the cat. The rabbit is young. The rabbit sees the bald eagle. The rabbit is not big. The rabbit visits the bald eagle. The rabbit visits the cat. The bald eagle does not eat the rabbit. The bald eagle visits the rabbit. The cat is round. The bald eagle sees the rabbit. The cat does not see the bald eagle.  If the bald eagle visits the rabbit and the rabbit sees the bald eagle then the rabbit eats the cat. If something eats the cat and it is young then it visits the rabbit. If something eats the rabbit then the rabbit sees the bald eagle. If something visits the rabbit and it sees the rabbit then the rabbit visits the cat. If the cat is green and the cat does not visit the rabbit then the rabbit is round. If something visits the rabbit and it sees the bald eagle then the bald eagle is big. ,The bald eagle is big.,3
False,3,5,"[array(['Fiona is quiet.', 'Fiona is quiet.'], dtype=object)]","[array(['All quiet things are rough.',
        'If something is rough then it is cold.',
        'If something is quiet and cold then it is smart.'], dtype=object)]","Bob is quiet. Dave is smart. Dave is kind. Charlie is quiet. Bob is smart. Charlie is red. Fiona is quiet. Dave is cold. Bob is cold. Charlie is kind. Charlie is rough. Bob is red.  If something is quiet and cold then it is smart. All quiet things are rough. If Dave is smart and Dave is kind then Dave is quiet. All red things are rough. Red, cold things are round. If something is kind and rough then it is red. If something is rough then it is cold. Cold, smart things are red. ",Fiona is not smart.,3
False,3,5,"[array(['Charlie is young.', 'Charlie is young.'], dtype=object)]","[array(['If something is young then it is quiet.',
        'If something is quiet and young then it is big.',
        'If something is big then it is kind.'], dtype=object)]","Charlie is young. Harry is not round.  If something is young then it is quiet. If something is big and not young then it is green. If something is big then it is kind. If something is quiet and young then it is big. If something is kind and not young then it is round. If Harry is young and Harry is not big then Harry is not green. All round things are green. All kind, round things are quiet. ",Charlie is not kind.,3
True,3,4,"[array(['The squirrel eats the mouse.'], dtype=object)]","[array(['If something eats the mouse then the mouse likes the squirrel.',
        'If something likes the squirrel then it is blue.',
        'If something is blue then it is not nice.'], dtype=object)      ]",The squirrel eats the mouse. The squirrel is blue. The squirrel is green. The squirrel is round. The mouse does not eat the squirrel. The squirrel chases the mouse. The squirrel likes the mouse.  If something eats the squirrel and it is blue then it is round. If something eats the mouse then the mouse likes the squirrel. If something likes the squirrel then it is blue. If something is green then it does not eat the squirrel. If something is blue then it is not nice. If something is cold then it likes the mouse. ,The mouse is not nice.,3
False,3,4,"[array(['The dog sees the bear.'], dtype=object)]","[array(['If someone sees the bear then they see the tiger.',
        'If someone sees the tiger then the tiger eats the bear.',
        'If the tiger eats the bear then the tiger sees the dog.'],
       dtype=object)                                               ]",The bear needs the cow. The dog sees the bear. The bear eats the dog. The bear eats the tiger. The cow needs the dog. The dog needs the cow. The bear does not see the tiger. The bear is big. The tiger is red. The dog is red. The tiger needs the cow.  If the tiger eats the bear then the tiger sees the dog. If someone sees the dog then they see the bear. If someone eats the bear and they are round then they are not big. If someone sees the bear then they see the tiger. If someone needs the dog then they are red. If someone needs the dog then the dog eats the bear. If someone sees the cow then they eat the dog. If someone sees the tiger then the tiger eats the bear. If someone needs the dog then the dog is not green. ,The tiger does not see the dog.,3
False,3,6,"[array(['Harry is furry.', 'Harry is furry.'], dtype=object)]","[array(['Furry things are young.', 'Furry things are young.',
        'Young things are blue.',
        'If Harry is young and Harry is blue then Harry is red.'],
       dtype=object)                                              ]","Harry is furry. Dave is green. Gary is green. Gary is red. Fiona is blue. Harry is rough. Fiona is young.  If something is young and furry then it is rough. All rough, red things are quiet. All red things are young. If Harry is young and Harry is blue then Harry is red. Young things are blue. If Harry is green then Harry is young. Green, furry things are young. Furry things are young. ",Harry is not red.,3
False,3,4,"[array(['Bob is young.'], dtype=object)]","[array(['Young people are red.', 'If someone is red then they are blue.',
        'If someone is blue then they are quiet.'], dtype=object)        ]","Dave is young. Bob is rough. Dave is quiet. Fiona is young. Bob is young. Gary is red. Dave is big.  If someone is quiet then they are blue. All red, rough people are big. If someone is blue and big then they are rough. If someone is red then they are blue. Young people are red. If someone is blue then they are quiet. If Fiona is red and Fiona is rough then Fiona is young. If someone is big then they are young. ",Bob is not quiet.,3
True,3,7,"[array(['Anne is red.', 'Anne is red.', 'Anne is red.'], dtype=object)]","[array(['If someone is red then they are white.',
        'White, red people are cold.',
        'If someone is red then they are white.',
        'All cold, white people are round.'], dtype=object)]","Fiona is nice. Bob is big. Bob is blue. Bob is nice. Fiona is cold. Anne is red. Bob is white. Fiona is round. Fiona is white. Fiona is blue. Bob is cold. Fiona is big. Fiona is red. Bob is round. Bob is red.  All blue, cold people are big. Cold, nice people are white. If Fiona is round then Fiona is blue. White, red people are cold. If someone is blue and round then they are cold. All cold, white people are round. If someone is red then they are white. All big, round people are white. ",Anne is round.,3
True,3,8,"[array(['The lion chases the dog.', 'The lion is big.',
        'The lion chases the dog.', 'The lion is big.'], dtype=object)
 array(['The lion chases the dog.', 'The lion likes the dog.',
        'The dog likes the lion.', 'The lion chases the dog.',
        'The lion is big.'], dtype=object)
 array(['The lion chases the dog.', 'The lion is big.',
        'The lion chases the dog.', 'The lion likes the dog.',
        'The dog likes the lion.'], dtype=object)
 array(['The lion chases the dog.', 'The lion likes the dog.',
        'The dog likes the lion.', 'The lion chases the dog.',
        'The lion likes the dog.', 'The dog likes the lion.'], dtype=object)]","[array(['If someone chases the dog and they are big then the dog is cold.',
        'If someone chases the dog and they are big then the dog is cold.',
        'If the dog is cold then the dog eats the lion.',
        'If someone is cold and they eat the lion then they like the dog.'],
       dtype=object)
 array(['If the lion likes the dog and the dog likes the lion then the lion is big.',
        'If someone chases the dog and they are big then the dog is cold.',
        'If someone chases the dog and they are big then the dog is cold.',
        'If the dog is cold then the dog eats the lion.',
        'If someone is cold and they eat the lion then they like the dog.'],
       dtype=object)
 array(['If someone chases the dog and they are big then the dog is cold.',
        'If the lion likes the dog and the dog likes the lion then the lion is big.',
        'If someone chases the dog and they are big then the dog is cold.',
        'If the dog is cold then the dog eats the lion.',
        'If someone is cold and they eat the lion then they like the dog.'],
       dtype=object)
 array(['If the lion likes the dog and the dog likes the lion then the lion is big.',
        'If someone chases the dog and they are big then the dog is cold.',
        'If the lion likes the dog and the dog likes the lion then the lion is big.',
        'If someone chases the dog and they are big then the dog is cold.',
        'If the dog is cold then the dog eats the lion.',
        'If someone is cold and they eat the lion then they like the dog.'],
       dtype=object)                                                                 ]",The dog is round. The lion chases the dog. The lion likes the dog. The lion is big. The lion eats the dog. The lion is red. The dog likes the lion.  If someone likes the lion and they chase the lion then they chase the dog. If someone is cold and they eat the lion then they like the dog. If the dog likes the lion and the lion eats the dog then the dog chases the lion. If the lion likes the dog and the dog likes the lion then the lion is big. If someone is round then they chase the lion. If someone chases the dog and they are big then the dog is cold. If the dog is cold then the dog eats the lion. If the dog eats the lion and the lion eats the dog then the lion is green. ,The dog likes the dog.,3
False,3,5,"[array(['Charlie is young.', 'Charlie is young.'], dtype=object)]","[array(['All young things are quiet.',
        'All quiet, young things are round.',
        'If something is round then it is rough.'], dtype=object)]","Charlie is young. Anne is rough. Fiona is quiet.  If something is round then it is rough. All quiet, young things are round. Rough, round things are smart. White, young things are round. All young things are quiet. If something is white and nice then it is young. ",Charlie is not rough.,3
False,3,4,"[array(['Anne is green.'], dtype=object)]","[array(['All green things are big.', 'Big things are kind.',
        'If something is kind then it is nice.'], dtype=object)]","Erin is nice. Erin is quiet. Fiona is kind. Charlie is big. Erin is kind. Charlie is round. Charlie is quiet. Fiona is blue. Anne is green. Fiona is quiet. Erin is green.  If something is round and quiet then it is blue. All green things are big. All big, blue things are kind. Big things are kind. If something is kind then it is nice. Nice things are quiet. If Anne is green then Anne is round. If Charlie is kind then Charlie is big. Quiet things are kind. ",Anne is not nice.,3
True,3,5,"[array(['Anne is green.', 'Anne is green.'], dtype=object)]","[array(['All green people are big.',
        'If someone is big then they are cold.',
        'If someone is cold and green then they are white.'], dtype=object)]","Erin is white. Gary is big. Gary is cold. Anne is smart. Gary is round. Gary is green. Gary is smart. Anne is quiet. Anne is green. Bob is cold.  All green people are big. All round people are smart. If someone is smart then they are quiet. All round, big people are green. If someone is cold and green then they are white. If someone is big then they are cold. ",Anne is white.,3
True,3,7,"[array(['Anne is kind.', 'Anne is blue.', 'Anne is cold.', 'Anne is blue.'],
       dtype=object)                                                        ]","[array(['Kind, blue things are quiet.', 'Quiet, cold things are smart.',
        'Smart, blue things are furry.'], dtype=object)                 ]","Charlie is nice. Anne is kind. Erin is cold. Anne is cold. Anne is blue. Gary is cold. Charlie is cold. Gary is quiet. Erin is blue. Charlie is kind.  Smart, blue things are furry. Quiet, cold things are smart. Kind, blue things are quiet. ",Anne is furry.,3
