answer,depth,len,used_facts,used_rules,premise,hypothesis
False,1,3,"[array(['The tiger is rough.', 'The tiger is big.'], dtype=object)]","[array(['If someone is rough and big then they need the dog.'],
       dtype=object)                                           ]",The bald eagle visits the cow. The cow visits the tiger. The dog chases the tiger. The dog needs the bald eagle. The tiger is big. The dog needs the cow. The bald eagle is cold. The tiger is rough. The cow visits the bald eagle. The bald eagle needs the tiger. The tiger is blue. The tiger visits the bald eagle. If someone is rough and big then they need the dog. ,The tiger does not need the dog.
False,1,2,"[array(['The rabbit is nice.'], dtype=object)]","[array(['If the rabbit is nice then the rabbit is round.'], dtype=object)]",The rabbit is nice. The rabbit is green. The rabbit is young. If the rabbit is nice then the rabbit is round. ,The rabbit is not round.
True,1,2,"[array(['Gary is kind.'], dtype=object)]","[array(['Kind things are young.'], dtype=object)]","Gary is kind. If Gary is young and Gary is rough then Gary is furry. Kind things are young. Kind, young things are big. ",Gary is young.
True,1,2,"[array(['The lion needs the cow.'], dtype=object)]","[array(['If someone needs the cow then they eat the cat.'], dtype=object)]",The cow likes the squirrel. The squirrel likes the lion. The lion needs the cow. The cat likes the cow. The cat eats the squirrel. The squirrel needs the cat. The cow is not rough. The cat is green. The lion needs the cat. The cat eats the lion. If someone needs the cow then they eat the cat. If someone eats the cat then they are not rough. If someone needs the cat then the cat eats the squirrel. ,The lion eats the cat.
False,1,2,"[array(['The bear is round.'], dtype=object)]","[array(['If someone is round then they are young.'], dtype=object)]",The cat likes the squirrel. The bear is round. The squirrel is not nice. If someone is round then they are young. If someone is young and they do not like the bear then the bear is round. If someone is red and they see the cat then they do not see the squirrel. If the cat needs the squirrel and the squirrel sees the bear then the bear does not see the cat. If someone likes the squirrel then they do not see the squirrel. If someone needs the bear and they like the squirrel then the bear needs the cat. ,The bear is not young.
True,1,3,"[array(['Harry is round.', 'Harry is nice.'], dtype=object)]","[array(['Round, nice things are not quiet.'], dtype=object)]","Erin is nice. Bob is blue. Harry is furry. Harry is blue. Gary is not young. Harry is nice. Harry is round. Erin is smart. Bob is round. Erin is round. If Bob is young then Bob is nice. All round things are smart. If something is furry then it is young. All smart things are furry. Round, nice things are not quiet. Young, nice things are furry. If something is smart and not young then it is blue. ",Harry is not quiet.
False,1,2,"[array(['The mouse likes the lion.'], dtype=object)]","[array(['If something likes the lion then it is nice.'], dtype=object)]",The mouse is big. The mouse likes the lion. The lion eats the bear. The mouse likes the bear. The lion is big. The bear is young. The mouse eats the bear. The mouse needs the lion. The mouse is kind. The mouse needs the bear. If something likes the lion then it is nice. If something eats the lion and the lion needs the bear then the bear is nice. If something needs the bear then the bear likes the mouse. If something eats the lion and the lion needs the mouse then the lion eats the bear. If something eats the lion and it is kind then it needs the mouse. If something needs the lion and the lion needs the bear then the lion likes the mouse. If the bear eats the mouse then the mouse is kind. If something is young then it likes the mouse. ,The mouse is not nice.
False,1,2,"[array(['The bear is cold.'], dtype=object)]","[array(['If someone is cold then they do not chase the rabbit.'],
       dtype=object)                                             ]",The rabbit chases the bear. The rabbit eats the bear. The rabbit needs the bear. The bear is cold. The bear needs the rabbit. The bear is big. The rabbit is red. If someone is cold and they do not chase the rabbit then they chase the bear. If someone needs the rabbit and they chase the bear then they do not eat the rabbit. If someone is cold then they do not chase the rabbit. ,The bear chases the rabbit.
True,1,2,"[array(['Dave is big.'], dtype=object)]","[array(['Big things are green.'], dtype=object)]","Fiona is kind. Charlie is cold. Gary is green. Dave is big. If something is red then it is furry. All nice, cold things are red. If Gary is kind then Gary is not green. Big things are not cold. If Dave is furry and Dave is nice then Dave is not big. Big things are green. ",Dave is green.
False,1,2,"[array(['Gary is smart.'], dtype=object)]","[array(['Smart people are young.'], dtype=object)]",Gary is round. Gary is smart. Dave is round. Smart people are young. If Dave is kind and Dave is young then Dave is blue. If someone is red and round then they are blue. If someone is cold and not red then they are blue. If someone is young then they are red. Blue people are not cold. If someone is red and smart then they are not cold. All red people are young. ,Gary is not young.
True,1,2,"[array(['The squirrel chases the tiger.'], dtype=object)]","[array(['If something chases the tiger then the tiger likes the squirrel.'],
       dtype=object)                                                        ]",The squirrel chases the tiger. The tiger visits the squirrel. If something is red and it chases the squirrel then it is big. If something likes the squirrel then the squirrel chases the tiger. If something chases the squirrel and it visits the tiger then the squirrel does not visit the tiger. If something chases the squirrel then it does not chase the tiger. If something chases the tiger then the tiger likes the squirrel. If the tiger chases the squirrel and the tiger is kind then the tiger is red. If the squirrel chases the tiger and the tiger likes the squirrel then the tiger is nice. If something chases the squirrel then the squirrel chases the tiger. ,The tiger likes the squirrel.
True,1,2,"[array(['The squirrel needs the mouse.'], dtype=object)]","[array(['If something needs the mouse then it is rough.'], dtype=object)]",The cat does not see the squirrel. The mouse is round. The cat is red. The cat does not like the squirrel. The mouse needs the cat. The mouse likes the cat. The dog is not young. The dog needs the cat. The mouse sees the cat. The squirrel is young. The cat is not rough. The squirrel needs the mouse. If the cat likes the mouse then the mouse sees the squirrel. If something is red and it needs the squirrel then the squirrel likes the mouse. If something sees the dog then it is red. If something needs the mouse then it is rough. If something is rough and not red then it likes the squirrel. If something is young and it sees the dog then the dog needs the mouse. If something needs the cat and it needs the mouse then it likes the cat. If something is rough then it sees the dog. ,The squirrel is rough.
True,1,2,"[array(['The cow visits the dog.'], dtype=object)]","[array(['If someone visits the dog then they eat the bald eagle.'],
       dtype=object)                                               ]",The cow visits the dog. The lion is round. The cow sees the lion. The dog is round. The lion is young. The bald eagle is young. The bald eagle eats the lion. The dog does not eat the cow. The dog visits the cow. The cow does not visit the bald eagle. The dog does not visit the bald eagle. The cow sees the dog. If someone sees the lion and the lion eats the dog then they eat the cow. If someone visits the dog then they eat the bald eagle. If someone visits the dog then they see the cow. If someone visits the lion and they are not nice then the lion eats the bald eagle. If someone is rough then they visit the dog. If someone eats the bald eagle then the bald eagle is rough. If someone visits the dog and they see the cow then they do not see the bald eagle. ,The cow eats the bald eagle.
False,1,3,"[array(['Harry is green.', 'Harry is round.'], dtype=object)]","[array(['All green, round things are big.'], dtype=object)]","Harry is green. Harry is round. Harry is red. All green, round things are big. Green, big things are rough. ",Harry is not big.
False,1,2,"[array(['Dave is furry.'], dtype=object)]","[array(['If something is furry then it is cold.'], dtype=object)]","Dave is furry. Fiona is big. Harry is cold. Bob is round. If something is big then it is smart. If Fiona is smart and Fiona is green then Fiona is round. Furry, cold things are big. If something is furry then it is cold. Green, big things are round. Young things are round. ",Dave is not cold.
True,1,2,"[array(['Gary is blue.'], dtype=object)]","[array(['All blue things are nice.'], dtype=object)]",Dave is blue. Dave is young. Erin is not nice. Dave is quiet. Erin is young. Dave is round. Gary is blue. If something is blue and round then it is nice. If something is round and not quiet then it is kind. All blue things are nice. If something is white and not young then it is nice. If Erin is white then Erin is young. If Dave is not white then Dave is kind. ,Gary is nice.
False,1,2,"[array(['The cow chases the mouse.'], dtype=object)]","[array(['If someone chases the mouse then they do not need the mouse.'],
       dtype=object)                                                    ]",The mouse is round. The mouse likes the cow. The mouse needs the cat. The cow likes the cat. The cow is red. The mouse is kind. The cat likes the mouse. The mouse chases the cat. The lion does not chase the cow. The cow needs the cat. The lion is red. The cow chases the mouse. The cat needs the cow. The cat is kind. The cow is round. If someone likes the mouse and the mouse does not like the cat then they are not cold. If someone chases the mouse then they do not need the mouse. ,The cow needs the mouse.
True,1,2,"[array(['The squirrel likes the bald eagle.'], dtype=object)]","[array(['If someone likes the bald eagle then they like the squirrel.'],
       dtype=object)                                                    ]",The squirrel is kind. The bald eagle likes the squirrel. The squirrel is blue. The squirrel is red. The bald eagle is blue. The bald eagle is round. The squirrel likes the bald eagle. The squirrel eats the bald eagle. The bald eagle is kind. The squirrel sees the bald eagle. The bald eagle is red. The bald eagle sees the squirrel. The squirrel is round. The squirrel is nice. The bald eagle is nice. The bald eagle eats the squirrel. If someone sees the bald eagle then the bald eagle is blue. If the bald eagle eats the squirrel then the bald eagle is round. If someone eats the squirrel then they see the squirrel. If someone likes the bald eagle then they like the squirrel. If someone likes the bald eagle and they like the squirrel then the bald eagle likes the squirrel. If someone eats the squirrel then the squirrel sees the bald eagle. ,The squirrel likes the squirrel.
False,1,2,"[array(['Bob is big.'], dtype=object)]","[array(['Big people are blue.'], dtype=object)]",Charlie is nice. Bob is big. Harry is not red. Harry is blue. Anne is red. Harry is kind. Harry is nice. Harry is not round. Charlie is furry. Charlie is kind. If someone is round and furry then they are kind. If someone is big and furry then they are nice. Big people are blue. If Charlie is big and Charlie is nice then Charlie is not round. If someone is big and blue then they are furry. If Harry is red and Harry is not kind then Harry is nice. If Anne is round then Anne is not nice. All round people are not furry. ,Bob is not blue.
True,1,3,"[array(['The squirrel sees the cat.', 'The squirrel sees the tiger.'],
       dtype=object)                                                  ]","[array(['If the squirrel sees the cat and the squirrel sees the tiger then the cat eats the squirrel.'],
       dtype=object)                                                                                    ]",The cat is red. The tiger needs the cat. The dog needs the tiger. The squirrel sees the tiger. The tiger sees the squirrel. The tiger is green. The tiger is not big. The cat is not young. The squirrel sees the cat. The tiger is red. The squirrel is young. The cat needs the dog. The tiger does not see the dog. The tiger needs the dog. The dog does not need the squirrel. The tiger needs the squirrel. If the squirrel sees the cat and the squirrel sees the tiger then the cat eats the squirrel. If the cat does not see the tiger then the cat needs the dog. ,The cat eats the squirrel.
False,1,2,"[array(['The bear needs the rabbit.'], dtype=object)]","[array(['If something needs the rabbit then the rabbit is kind.'],
       dtype=object)                                              ]",The rabbit is nice. The rabbit is cold. The bear is cold. The lion eats the bear. The bear needs the rabbit. The rabbit is red. The rabbit chases the lion. The lion chases the rabbit. The bear eats the rabbit. The bear is rough. The bear eats the lion. The lion chases the bear. If something needs the rabbit then the rabbit is kind. If the bear chases the rabbit then the bear chases the lion. If something is nice and rough then it does not chase the bear. If something is rough and it does not eat the lion then it does not need the bear. If the bear chases the rabbit then the rabbit eats the bear. If something is kind then it is rough. ,The rabbit is not kind.
False,1,2,"[array(['Dave is quiet.'], dtype=object)]","[array(['All quiet things are white.'], dtype=object)]","Erin is nice. Fiona is nice. Dave is young. Fiona is rough. Dave is quiet. Dave is rough. Fiona is white. Fiona is quiet. Dave is kind. Erin is round. If Erin is round and Erin is kind then Erin is young. All quiet things are white. Nice, white things are quiet. ",Dave is not white.
True,1,2,"[array(['Erin is young.'], dtype=object)]","[array(['Young people are rough.'], dtype=object)]","Dave is young. Charlie is young. Bob is kind. Erin is big. Erin is young. Charlie is green. Charlie is kind. All rough, kind people are big. If someone is green then they are young. All white, green people are young. Kind people are green. Young people are rough. Big, rough people are furry. ",Erin is rough.
False,1,3,"[array(['The cow is rough.', 'The cow needs the bald eagle.'], dtype=object)]","[array(['If someone is rough and they need the bald eagle then they eat the bald eagle.'],
       dtype=object)                                                                      ]",The cow is rough. The bald eagle chases the cow. The cow needs the bald eagle. If the cow eats the bald eagle and the bald eagle is nice then the cow is blue. If someone is rough and they need the bald eagle then they eat the bald eagle. If someone eats the bald eagle then they chase the cow. If someone eats the bald eagle then the bald eagle is young. If someone is young then they eat the cow. If the bald eagle is rough then the bald eagle chases the cow. If the cow is nice then the cow is blue. If someone is nice and they chase the bald eagle then the bald eagle eats the cow. ,The cow does not eat the bald eagle.
True,1,2,"[array(['The cow is red.'], dtype=object)]","[array(['If the cow is red then the cow likes the squirrel.'], dtype=object)]",The cow is red. The squirrel eats the cow. If the cow needs the squirrel and the squirrel eats the cow then the squirrel needs the cow. If the cow is red then the cow likes the squirrel. If something likes the squirrel and the squirrel eats the cow then the cow needs the squirrel. If something needs the cow and it likes the squirrel then it eats the squirrel. If something eats the cow then the cow is young. If something needs the squirrel then the squirrel needs the cow. If the squirrel needs the cow and the squirrel is young then the squirrel likes the cow. If something likes the cow and it is round then the cow is rough. ,The cow likes the squirrel.
False,1,2,"[array(['Erin is smart.'], dtype=object)]","[array(['All smart people are furry.'], dtype=object)]","Erin is cold. Fiona is furry. Gary is round. Charlie is cold. Fiona is white. Fiona is blue. Charlie is white. Erin is smart. Charlie is rough. Fiona is cold. Smart, cold people are white. If someone is round then they are blue. If Erin is white then Erin is blue. If someone is smart and not cold then they are rough. Smart, furry people are round. If someone is blue then they are smart. Furry people are cold. All smart people are furry. ",Erin is not furry.
False,1,2,"[array(['Erin is smart.'], dtype=object)]","[array(['Smart people are young.'], dtype=object)]",Erin is smart. Erin is blue. Charlie is kind. Smart people are young. If Erin is young and Erin is smart then Erin is cold. ,Erin is not young.
True,1,2,"[array(['The cow needs the dog.'], dtype=object)]","[array(['If someone needs the dog then the dog is not green.'],
       dtype=object)                                           ]",The bear needs the cow. The dog sees the bear. The bear eats the dog. The bear eats the tiger. The cow needs the dog. The dog needs the cow. The bear does not see the tiger. The bear is big. The tiger is red. The dog is red. The tiger needs the cow. If the tiger eats the bear then the tiger sees the dog. If someone sees the dog then they see the bear. If someone eats the bear and they are round then they are not big. If someone sees the bear then they see the tiger. If someone needs the dog then they are red. If someone needs the dog then the dog eats the bear. If someone sees the cow then they eat the dog. If someone sees the tiger then the tiger eats the bear. If someone needs the dog then the dog is not green. ,The dog is not green.
True,1,2,"[array(['The bald eagle visits the lion.'], dtype=object)]","[array(['If someone visits the lion then they do not like the bald eagle.'],
       dtype=object)                                                        ]",The bear needs the lion. The lion likes the bald eagle. The lion visits the bald eagle. The lion is big. The lion likes the bear. The bald eagle visits the lion. The bear is big. The lion needs the bear. The bald eagle is nice. The bald eagle likes the bear. If someone visits the lion then they do not like the bald eagle. If the lion needs the bald eagle then the bald eagle is red. ,The bald eagle does not like the bald eagle.
False,1,2,"[array(['Fiona is furry.'], dtype=object)]","[array(['All furry things are nice.'], dtype=object)]","Fiona is furry. Fiona is rough. Fiona is young. Rough, nice things are blue. All furry things are nice. If something is furry and green then it is young. ",Fiona is not nice.
False,1,2,"[array(['Charlie is rough.'], dtype=object)]","[array(['If someone is rough then they are not red.'], dtype=object)]",Charlie is smart. Fiona is kind. Erin is kind. Erin is big. Fiona is round. Charlie is not big. Charlie is round. Erin is rough. Fiona is not smart. Fiona is blue. Erin is blue. Charlie is blue. Erin is smart. Charlie is rough. Erin is round. If someone is round and not blue then they are red. If someone is rough then they are not red. All big people are rough. ,Charlie is red.
False,1,2,"[array(['The rabbit sees the mouse.'], dtype=object)]","[array(['If someone sees the mouse then the mouse chases the rabbit.'],
       dtype=object)                                                   ]",The mouse sees the bald eagle. The rabbit sees the mouse. The bald eagle eats the mouse. If someone sees the mouse then the mouse chases the rabbit. ,The mouse does not chase the rabbit.
False,1,2,"[array(['Harry is green.'], dtype=object)
 array(['Harry is furry.', 'Harry is furry.', 'Harry is green.'],
       dtype=object)                                             ]","[array(['All green things are kind.'], dtype=object)
 array(['If something is furry and green then it is nice.',
        'Furry, nice things are kind.'], dtype=object)     ]","Charlie is nice. Bob is big. Harry is furry. Bob is nice. Erin is kind. Bob is kind. Harry is green. Charlie is green. Erin is furry. Bob is cold. Smart, green things are big. Furry, nice things are kind. If something is cold then it is green. All green things are kind. Kind, furry things are cold. All nice things are smart. If something is furry and green then it is nice. If something is nice and smart then it is big. ",Harry is not kind.
True,1,2,"[array(['Anne is red.'], dtype=object)
 array(['Anne is round.'], dtype=object)]","[array(['Red people are furry.'], dtype=object)
 array(['If someone is round then they are red.', 'Red people are furry.'],
       dtype=object)                                                       ]","Erin is nice. Anne is round. Dave is smart. Anne is red. Dave is not white. Fiona is smart. Erin is not smart. All red people are round. All red, smart people are white. Furry people are white. If someone is furry and not white then they are not nice. Red people are furry. If someone is round then they are red. ",Anne is furry.
False,1,3,"[array(['The bear is green.', 'The bear eats the cow.'], dtype=object)
 array(['The bear is green.', 'The bear needs the cow.',
        'The bear chases the lion.'], dtype=object)     ]","[array(['If someone is green and they eat the cow then the cow needs the bear.'],
       dtype=object)
 array(['If someone needs the cow and they chase the lion then they eat the cow.',
        'If someone is green and they eat the cow then the cow needs the bear.'],
       dtype=object)                                                              ]",The bear needs the cow. The lion eats the cow. The cow eats the lion. The bear is red. The bear chases the cow. The bear needs the lion. The bear eats the cow. The cow is big. The cow needs the lion. The bear is young. The bear is big. The bear chases the lion. The bear eats the lion. The lion chases the bear. The bear is green. If the bear chases the lion then the bear is red. If someone is green and they eat the cow then the cow needs the bear. If someone needs the cow and they chase the lion then they eat the cow. ,The cow does not need the bear.
True,1,2,"[array(['The cat is red.'], dtype=object)]","[array(['If something is red then it chases the cat.'], dtype=object)]",The tiger is not red. The cat is red. The tiger visits the cat. The tiger eats the cat. The cat visits the tiger. The tiger is not round. The tiger is nice. If something is red then it chases the cat. If something visits the tiger then it is blue. If something visits the tiger then the tiger eats the cat. If something chases the cat and it is blue then the cat is young. If something chases the cat then it is red. If something chases the cat and it chases the tiger then the tiger is red. If something chases the cat and it is not round then the cat is red. If something visits the tiger and the tiger chases the cat then the cat visits the tiger. ,The cat chases the cat.
True,1,2,"[array(['The mouse is young.'], dtype=object)]","[array(['All young things are big.'], dtype=object)]",The bald eagle likes the mouse. The bald eagle sees the mouse. The bald eagle needs the mouse. The mouse sees the bald eagle. The bald eagle is round. The mouse is green. The bald eagle is cold. The mouse needs the bald eagle. The mouse likes the bald eagle. The mouse is young. If something likes the bald eagle and it needs the mouse then the mouse likes the bald eagle. If something sees the bald eagle then it needs the mouse. All young things are big. If something likes the mouse and it is young then the mouse is cold. If something is big and it likes the bald eagle then the bald eagle is young. If something likes the mouse then it is big. ,The mouse is big.
True,1,3,"[array(['Harry is smart.', 'Harry is blue.'], dtype=object)
 array(['Harry is smart.', 'Harry is young.'], dtype=object)]","[array(['All smart, blue people are kind.'], dtype=object)
 array(['Young people are blue.', 'All smart, blue people are kind.'],
       dtype=object)                                                  ]","Erin is cold. Harry is young. Erin is kind. Harry is blue. Erin is not white. Erin is young. Harry is smart. Erin is blue. Harry is not cold. Harry is quiet. Smart, cold people are quiet. All smart, blue people are kind. If Erin is blue and Erin is kind then Erin is young. If someone is kind and not white then they are smart. All blue, cold people are quiet. Young people are blue. If Harry is cold and Harry is white then Harry is young. White, blue people are young. ",Harry is kind.
True,1,2,"[array(['Bob is white.'], dtype=object)]","[array(['All white people are blue.'], dtype=object)]",Bob is quiet. Bob is smart. Bob is white. All white people are blue. ,Bob is blue.
False,1,2,"[array(['Charlie is blue.'], dtype=object)]","[array(['Blue things are not nice.'], dtype=object)]",Charlie is blue. Fiona is round. Erin is kind. Anne is nice. Blue things are not nice. ,Charlie is nice.
True,1,2,"[array(['The rabbit chases the tiger.'], dtype=object)]","[array(['If someone chases the tiger then they are young.'], dtype=object)]",The rabbit chases the tiger. The bald eagle is round. The cat chases the rabbit. The tiger is young. If the rabbit eats the tiger then the rabbit chases the cat. If someone chases the cat and they eat the bald eagle then the cat chases the tiger. If someone likes the cat and they chase the cat then the cat eats the rabbit. If someone chases the tiger then they are young. If someone is kind then they are blue. If someone is round then they chase the bald eagle. ,The rabbit is young.
False,1,2,"[array(['The bear is kind.'], dtype=object)]","[array(['If something is kind then it visits the bear.'], dtype=object)]",The bear chases the bald eagle. The bald eagle visits the bear. The bear is red. The bear visits the bald eagle. The bald eagle is blue. The bear sees the bald eagle. The bald eagle chases the bear. The bear is blue. The bald eagle is not red. The bald eagle is kind. The bald eagle sees the bear. The bear is young. The bear is kind. The bear is nice. The bald eagle is not nice. The bald eagle is not young. If the bald eagle is young then the bald eagle visits the bear. If something is kind then it visits the bear. If something visits the bear then it sees the bear. ,The bear does not visit the bear.
True,1,2,"[array(['Gary is furry.'], dtype=object)]","[array(['If someone is furry then they are blue.'], dtype=object)]",Gary is furry. Fiona is smart. If someone is furry then they are blue. All blue people are green. If Gary is cold and Gary is blue then Gary is green. ,Gary is blue.
False,1,2,"[array(['Bob is round.'], dtype=object)]","[array(['Round people are white.'], dtype=object)]","Bob is rough. Bob is green. Bob is round. Round people are white. Kind, green people are red. ",Bob is not white.
False,1,2,"[array(['Gary is green.'], dtype=object)]","[array(['Green people are not kind.'], dtype=object)]",Erin is red. Gary is young. Fiona is furry. Gary is green. Erin is not kind. Erin is young. Erin is not green. Erin is furry. Erin is blue. Gary is blue. Green people are not kind. ,Gary is kind.
False,1,2,"[array(['Erin is red.'], dtype=object)]","[array(['If someone is red then they are green.'], dtype=object)]","Erin is red. Anne is kind. Bob is smart. Erin is young. Bob is cold. Erin is smart. Fiona is white. All red, green people are white. If Fiona is young and Fiona is kind then Fiona is cold. Red, cold people are green. If Fiona is smart then Fiona is kind. All green people are cold. Cold people are green. If someone is red then they are green. White people are kind. ",Erin is not green.
True,1,2,"[array(['Gary is smart.'], dtype=object)]","[array(['If something is smart then it is white.'], dtype=object)]",Gary is round. Gary is smart. Gary is not kind. All nice things are big. All white things are nice. If something is smart then it is white. ,Gary is white.
True,1,3,"[array(['The bear eats the rabbit.', 'The rabbit likes the bear.'],
       dtype=object)
 array(['The bear eats the rabbit.', 'The rabbit sees the bear.'],
       dtype=object)
 array(['The bear is kind.', 'The rabbit likes the bear.'], dtype=object)
 array(['The bear is kind.', 'The rabbit sees the bear.'], dtype=object)]","[array(['If someone eats the rabbit and the rabbit likes the bear then they eat the bear.'],
       dtype=object)
 array(['If someone eats the rabbit and the rabbit sees the bear then they eat the bear.'],
       dtype=object)
 array(['If the bear is kind then the bear eats the rabbit.',
        'If someone eats the rabbit and the rabbit likes the bear then they eat the bear.'],
       dtype=object)
 array(['If the bear is kind then the bear eats the rabbit.',
        'If someone eats the rabbit and the rabbit sees the bear then they eat the bear.'],
       dtype=object)                                                                       ]",The rabbit sees the bear. The bear does not like the rabbit. The bear is red. The rabbit is cold. The rabbit is kind. The bear sees the rabbit. The rabbit is rough. The bear is cold. The rabbit does not eat the bear. The rabbit likes the bear. The bear is kind. The bear is nice. The bear eats the rabbit. The bear is rough. The rabbit is red. If someone likes the bear and they see the bear then the bear sees the rabbit. If someone eats the rabbit and the rabbit likes the bear then they eat the bear. If the bear is kind then the bear eats the rabbit. If someone is cold and they eat the bear then they do not see the bear. If someone eats the bear then the bear is cold. If the rabbit eats the bear then the rabbit is cold. If someone eats the rabbit and the rabbit sees the bear then they eat the bear. If the bear is cold then the bear sees the rabbit. ,The bear eats the bear.
False,1,2,"[array(['Erin is nice.'], dtype=object)
 array(['Erin is furry.', 'Erin is nice.'], dtype=object)
 array(['Erin is rough.', 'Erin is nice.'], dtype=object)]","[array(['If someone is nice then they are big.'], dtype=object)
 array(['Furry, nice people are big.'], dtype=object)
 array(['All rough people are furry.', 'Furry, nice people are big.'],
       dtype=object)                                                  ]","Erin is nice. Harry is cold. Bob is nice. Erin is rough. Erin is furry. Harry is white. Dave is big. All cold, white people are rough. All nice, big people are rough. Furry, nice people are big. All furry, big people are cold. If someone is nice then they are big. All big people are red. All rough people are furry. If someone is rough and cold then they are white. ",Erin is not big.
False,1,2,"[array(['The tiger is green.'], dtype=object)]","[array(['Green people are red.'], dtype=object)]",The bald eagle sees the cat. The tiger visits the cat. The bald eagle needs the cat. The tiger is green. The cat visits the tiger. The squirrel visits the cat. The cat is kind. The tiger sees the bald eagle. The tiger sees the squirrel. The tiger visits the bald eagle. If someone is red then they need the tiger. If someone is big then they need the squirrel. If someone visits the cat and the cat needs the tiger then the cat needs the squirrel. If someone needs the bald eagle and they visit the cat then they need the squirrel. If someone is blue and red then they need the squirrel. Green people are red. If the squirrel sees the bald eagle and the squirrel sees the cat then the squirrel needs the bald eagle. If the squirrel is kind and the squirrel visits the tiger then the squirrel sees the bald eagle. ,The tiger is not red.
True,1,2,"[array(['The bald eagle is big.'], dtype=object)]","[array(['If something is big then it likes the squirrel.'], dtype=object)]",The bald eagle is big. The dog visits the rabbit. The rabbit chases the dog. The dog likes the squirrel. The squirrel likes the rabbit. The dog is green. The dog chases the rabbit. If something is big then it likes the squirrel. ,The bald eagle likes the squirrel.
True,1,2,"[array(['Charlie is big.'], dtype=object)]","[array(['All big people are cold.'], dtype=object)]",Gary is big. Gary is furry. Harry is not furry. Gary is cold. Charlie is big. Anne is smart. Anne is big. Gary is rough. Gary is young. Gary is smart. Harry is big. Harry is young. Charlie is not rough. Harry is smart. Anne is not young. Gary is blue. If someone is cold and not young then they are not rough. If Harry is big then Harry is cold. All big people are cold. ,Charlie is cold.
False,1,2,"[array(['Harry is blue.'], dtype=object)]","[array(['All blue things are red.'], dtype=object)]",Harry is blue. Charlie is kind. If Harry is kind then Harry is young. If something is red and kind then it is cold. All blue things are red. ,Harry is not red.
False,1,2,"[array(['The tiger is big.'], dtype=object)]","[array(['If something is big then it sees the lion.'], dtype=object)]",The tiger is big. The lion is round. The bald eagle visits the lion. The squirrel likes the lion. If something sees the lion then it does not visit the squirrel. If the squirrel is round and the squirrel likes the bald eagle then the squirrel is not rough. If something is big then it sees the lion. If something sees the lion then the lion visits the bald eagle. If something is big and young then it does not like the squirrel. If the squirrel likes the bald eagle then the bald eagle sees the tiger. ,The tiger does not see the lion.
True,1,2,"[array(['The cat eats the mouse.'], dtype=object)
 array(['The cat is cold.'], dtype=object)
 array(['The cat is red.', 'The cat needs the mouse.'], dtype=object)]","[array(['If something eats the mouse then it needs the cat.'], dtype=object)
 array(['If something is cold then it needs the cat.'], dtype=object)
 array(['If something is red and it needs the mouse then it eats the mouse.',
        'If something eats the mouse then it needs the cat.'], dtype=object) ]",The cat is cold. The cat is red. The mouse needs the cat. The mouse is not round. The cat is not nice. The cat needs the mouse. The cat eats the mouse. The mouse is nice. The mouse is red. The mouse is kind. The mouse chases the cat. The cat chases the mouse. The mouse eats the cat. The cat is kind. The mouse is cold. If the cat is red then the cat chases the mouse. If something is nice and it needs the mouse then the mouse chases the cat. If something needs the cat then it chases the mouse. If something is red and it needs the mouse then it eats the mouse. If something eats the mouse then it needs the cat. If something is cold then it needs the cat. ,The cat needs the cat.
False,1,2,"[array(['Harry is nice.'], dtype=object)]","[array(['If someone is nice then they are kind.'], dtype=object)]",Harry is nice. Erin is rough. Anne is green. Bob is kind. If someone is nice then they are kind. If Bob is green and Bob is not nice then Bob is not blue. Kind people are big. Kind people are not blue. If someone is kind then they are rough. If someone is kind and rough then they are white. ,Harry is not kind.
True,1,2,"[array(['Erin is red.'], dtype=object)]","[array(['If someone is red then they are kind.'], dtype=object)]",Erin is red. Charlie is not kind. If someone is kind then they are big. If someone is red and not young then they are rough. If someone is red then they are kind. ,Erin is kind.
True,1,2,"[array(['The mouse eats the bear.'], dtype=object)]","[array(['If someone eats the bear then they need the squirrel.'],
       dtype=object)                                             ]",The lion eats the mouse. The mouse eats the bear. The bear is red. The squirrel eats the bear. If someone needs the squirrel then the squirrel is nice. If someone likes the lion then they are blue. If someone is rough then they eat the mouse. If someone eats the bear then they need the squirrel. If someone eats the mouse and they do not need the squirrel then the mouse likes the lion. If the squirrel is young then the squirrel eats the bear. ,The mouse needs the squirrel.
True,1,2,"[array(['The mouse is blue.'], dtype=object)]","[array(['If something is blue then it chases the cat.'], dtype=object)]",The cat needs the mouse. The mouse is blue. If something is rough and it likes the cat then it needs the cat. If something needs the cat then the cat chases the mouse. If something is nice and it needs the mouse then the mouse is green. If something needs the cat then it is rough. If something is red and it likes the cat then it likes the mouse. If something is blue then it chases the cat. ,The mouse chases the cat.
