question,answer,ground_truth,query
 Each snake is floral. Snakes are sheep. Sheep are not hot. Each sheep is a feline. Each feline is wooden. Felines are vertebrates. Carnivores are not large. Vertebrates are sour. Vertebrates are dogs. Every dog is large. Every dog is a mammal. Mammals are transparent. Mammals are animals. Every animal is not brown. Animals are cats. Cats are mean. Cats are cows. Alex is a snake. Is the following statement true or false? Alex is not large., Alex is a snake. Snakes are sheep. Alex is a sheep. Each sheep is a feline. Alex is a feline. Felines are vertebrates. Alex is a vertebrate. Vertebrates are dogs. Alex is a dog. Every dog is large. Alex is large. ,False,Alex is not large
 Each crustacean is not angry. Crustaceans are butterflies. Lepidopterans are not earthy. Every butterfly is not bright. Each butterfly is an insect. Each insect is not opaque. Insects are invertebrates. Invertebrates are not bitter. Every invertebrate is a spider. Spiders are earthy. Spiders are animals. Every animal is cold. Each animal is a moth. Moths are happy. Each moth is an arthropod. Every arthropod is brown. Every arthropod is an ant. Rex is a crustacean. Is the following statement true or false? Rex is earthy., Rex is a crustacean. Crustaceans are butterflies. Rex is a butterfly. Each butterfly is an insect. Rex is an insect. Insects are invertebrates. Rex is an invertebrate. Every invertebrate is a spider. Rex is a spider. Spiders are earthy. Rex is earthy. ,True,Rex is earthy
 Snakes are spicy. Snakes are felines. Every feline is not floral. Each feline is a mammal. Each mammal is temperate. Mammals are vertebrates. Vertebrates are bright. Every vertebrate is a cat. Cats are not opaque. Every cat is a carnivore. Each carnivore is not brown. Carnivores are animals. Animals are nervous. Every animal is a sheep. Each sheep is large. Cows are opaque. Sheep are dogs. Polly is a snake. Is the following statement true or false? Polly is opaque., Polly is a snake. Snakes are felines. Polly is a feline. Each feline is a mammal. Polly is a mammal. Mammals are vertebrates. Polly is a vertebrate. Every vertebrate is a cat. Polly is a cat. Cats are not opaque. Polly is not opaque. ,False,Polly is opaque
 Every fraction is not happy. Fractions are even numbers. Even numbers are transparent. Even numbers are integers. Every integer is red. Every integer is a real number. Each real number is dull. Real numbers are numbers. Numbers are metallic. Every number is a negative number. Every negative number is not aggressive. Each negative number is a Mersenne prime. Every Mersenne prime is not small. Composite numbers are small. Every Mersenne prime is a natural number. Natural numbers are cold. Natural numbers are prime numbers. Fae is an integer. Is the following statement true or false? Fae is small., Fae is an integer. Every integer is a real number. Fae is a real number. Real numbers are numbers. Fae is a number. Every number is a negative number. Fae is a negative number. Each negative number is a Mersenne prime. Fae is a Mersenne prime. Every Mersenne prime is not small. Fae is not small. ,False,Fae is small
 Integers are fruity. Integers are real numbers. Real numbers are bright. Every real number is a negative number. Negative numbers are not red. Negative numbers are prime numbers. Prime numbers are cold. Prime numbers are even numbers. Each Mersenne prime is not happy. Even numbers are not spicy. Even numbers are composite numbers. Composite numbers are metallic. Every composite number is a natural number. Natural numbers are happy. Natural numbers are numbers. Every number is not small. Every number is a fraction. Polly is a negative number. Is the following statement true or false? Polly is happy., Polly is a negative number. Negative numbers are prime numbers. Polly is a prime number. Prime numbers are even numbers. Polly is an even number. Even numbers are composite numbers. Polly is a composite number. Every composite number is a natural number. Polly is a natural number. Natural numbers are happy. Polly is happy. ,True,Polly is happy
 Every cow is large. Every animal is not bitter. Cows are carnivores. Carnivores are orange. Carnivores are sheep. Every sheep is amenable. Sheep are vertebrates. Vertebrates are not fruity. Each vertebrate is a mammal. Mammals are bitter. Mammals are dogs. Dogs are not opaque. Dogs are cats. Cats are not metallic. Cats are felines. Every feline is not dull. Felines are snakes. Rex is a cow. Is the following statement true or false? Rex is not bitter., Rex is a cow. Cows are carnivores. Rex is a carnivore. Carnivores are sheep. Rex is a sheep. Sheep are vertebrates. Rex is a vertebrate. Each vertebrate is a mammal. Rex is a mammal. Mammals are bitter. Rex is bitter. ,False,Rex is not bitter
 Cats are feisty. Each cat is a carnivore. Carnivores are red. Every carnivore is a dog. Every dog is bright. Dogs are mammals. Every mammal is hot. Every mammal is a feline. Felines are not bitter. Felines are cows. Cows are amenable. Every animal is not amenable. Every cow is a snake. Each snake is not fruity. Every snake is a sheep. Each sheep is not luminous. Every sheep is a vertebrate. Rex is a carnivore. Is the following statement true or false? Rex is amenable., Rex is a carnivore. Every carnivore is a dog. Rex is a dog. Dogs are mammals. Rex is a mammal. Every mammal is a feline. Rex is a feline. Felines are cows. Rex is a cow. Cows are amenable. Rex is amenable. ,True,Rex is amenable
 Every animal is liquid. Each animal is an insect. Every insect is small. Insects are arthropods. Arthropods are red. Every arthropod is a spider. Spiders are earthy. Spiders are invertebrates. Invertebrates are opaque. Every invertebrate is a butterfly. Butterflies are nervous. Butterflies are moths. Every moth is bright. Each ant is not nervous. Every moth is a lepidopteran. Lepidopterans are not aggressive. Every lepidopteran is a crustacean. Sam is an insect. Is the following statement true or false? Sam is not nervous., Sam is an insect. Insects are arthropods. Sam is an arthropod. Every arthropod is a spider. Sam is a spider. Spiders are invertebrates. Sam is an invertebrate. Every invertebrate is a butterfly. Sam is a butterfly. Butterflies are nervous. Sam is nervous. ,False,Sam is not nervous
 Every crustacean is angry. Every butterfly is not shy. Every crustacean is a lepidopteran. Every lepidopteran is hot. Lepidopterans are insects. Insects are earthy. Every insect is a spider. Spiders are not brown. Spiders are invertebrates. Invertebrates are opaque. Invertebrates are arthropods. Every arthropod is shy. Every arthropod is an animal. Animals are bright. Animals are moths. Max is a lepidopteran. Is the following statement true or false? Max is not shy., Max is a lepidopteran. Lepidopterans are insects. Max is an insect. Every insect is a spider. Max is a spider. Spiders are invertebrates. Max is an invertebrate. Invertebrates are arthropods. Max is an arthropod. Every arthropod is shy. Max is shy. ,False,Max is not shy
 Invertebrates are temperate. Invertebrates are lepidopterans. Every lepidopteran is not wooden. Each lepidopteran is an insect. Each insect is fruity. Every insect is an ant. Ants are not aggressive. Ants are spiders. Each spider is brown. Each spider is an arthropod. Every arthropod is not sweet. Arthropods are moths. Each moth is dull. Each moth is a butterfly. Each animal is sweet. Each butterfly is small. Each butterfly is a crustacean. Sally is a lepidopteran. Is the following statement true or false? Sally is not sweet., Sally is a lepidopteran. Each lepidopteran is an insect. Sally is an insect. Every insect is an ant. Sally is an ant. Ants are spiders. Sally is a spider. Each spider is an arthropod. Sally is an arthropod. Every arthropod is not sweet. Sally is not sweet. ,True,Sally is not sweet
 Every lepidopteran is earthy. Each lepidopteran is an arthropod. Each arthropod is transparent. Arthropods are spiders. Each spider is happy. Each spider is an insect. Insects are red. Insects are moths. Each moth is aggressive. Moths are ants. Crustaceans are not aggressive. Each ant is hot. Ants are butterflies. Butterflies are dull. Butterflies are animals. Animals are metallic. Each animal is an invertebrate. Alex is a lepidopteran. Is the following statement true or false? Alex is aggressive., Alex is a lepidopteran. Each lepidopteran is an arthropod. Alex is an arthropod. Arthropods are spiders. Alex is a spider. Each spider is an insect. Alex is an insect. Insects are moths. Alex is a moth. Each moth is aggressive. Alex is aggressive. ,True,Alex is aggressive
 Every number is not hot. Each number is a composite number. Each composite number is fruity. Composite numbers are Mersenne primes. Every integer is not metallic. Every Mersenne prime is dull. Mersenne primes are even numbers. Every even number is kind. Even numbers are real numbers. Every real number is not nervous. Real numbers are natural numbers. Natural numbers are metallic. Natural numbers are fractions. Each fraction is sweet. Fractions are negative numbers. Each negative number is not blue. Negative numbers are prime numbers. Fae is a composite number. Is the following statement true or false? Fae is metallic., Fae is a composite number. Composite numbers are Mersenne primes. Fae is a Mersenne prime. Mersenne primes are even numbers. Fae is an even number. Even numbers are real numbers. Fae is a real number. Real numbers are natural numbers. Fae is a natural number. Natural numbers are metallic. Fae is metallic. ,True,Fae is metallic
 Prime numbers are not nervous. Prime numbers are real numbers. Real numbers are red. Each real number is a number. Numbers are cold. Every number is an integer. Every integer is small. Every integer is a fraction. Each fraction is not amenable. Fractions are natural numbers. Each natural number is earthy. Even numbers are amenable. Every natural number is a composite number. Composite numbers are bright. Composite numbers are negative numbers. Negative numbers are not opaque. Every negative number is a Mersenne prime. Fae is a prime number. Is the following statement true or false? Fae is amenable., Fae is a prime number. Prime numbers are real numbers. Fae is a real number. Each real number is a number. Fae is a number. Every number is an integer. Fae is an integer. Every integer is a fraction. Fae is a fraction. Each fraction is not amenable. Fae is not amenable. ,False,Fae is amenable
 Ants are large. Crustaceans are dull. Every ant is an invertebrate. Invertebrates are not brown. Invertebrates are insects. Insects are fruity. Each insect is a moth. Every moth is hot. Every moth is a lepidopteran. Lepidopterans are not dull. Each lepidopteran is an animal. Animals are not nervous. Each animal is a spider. Spiders are angry. Spiders are arthropods. Every arthropod is metallic. Arthropods are butterflies. Stella is an ant. Is the following statement true or false? Stella is dull., Stella is an ant. Every ant is an invertebrate. Stella is an invertebrate. Invertebrates are insects. Stella is an insect. Each insect is a moth. Stella is a moth. Every moth is a lepidopteran. Stella is a lepidopteran. Lepidopterans are not dull. Stella is not dull. ,False,Stella is dull
 Cows are fruity. Cows are mammals. Mammals are luminous. Mammals are cats. Vertebrates are not kind. Cats are red. Cats are felines. Each feline is sour. Felines are sheep. Every sheep is large. Sheep are snakes. Snakes are feisty. Snakes are animals. Each animal is kind. Animals are carnivores. Every carnivore is hot. Each carnivore is a dog. Sam is a cat. Is the following statement true or false? Sam is not kind., Sam is a cat. Cats are felines. Sam is a feline. Felines are sheep. Sam is a sheep. Sheep are snakes. Sam is a snake. Snakes are animals. Sam is an animal. Each animal is kind. Sam is kind. ,False,Sam is not kind
 Each dog is not transparent. Each dog is a carnivore. Carnivores are liquid. Carnivores are sheep. Sheep are temperate. Sheep are mammals. Mammals are sweet. Mammals are snakes. Snakes are large. Snakes are vertebrates. Cows are not fruity. Vertebrates are aggressive. Vertebrates are felines. Felines are fruity. Felines are cats. Cats are not orange. Cats are animals. Polly is a sheep. Is the following statement true or false? Polly is not fruity., Polly is a sheep. Sheep are mammals. Polly is a mammal. Mammals are snakes. Polly is a snake. Snakes are vertebrates. Polly is a vertebrate. Vertebrates are felines. Polly is a feline. Felines are fruity. Polly is fruity. ,False,Polly is not fruity
 Dogs are feisty. Dogs are cats. Each carnivore is not small. Each cat is amenable. Each cat is an animal. Each animal is not temperate. Each animal is a snake. Every snake is not sour. Snakes are vertebrates. Vertebrates are transparent. Vertebrates are cows. Each cow is floral. Cows are mammals. Each mammal is small. Each mammal is a feline. Every feline is not dull. Every feline is a sheep. Rex is an animal. Is the following statement true or false? Rex is small., Rex is an animal. Each animal is a snake. Rex is a snake. Snakes are vertebrates. Rex is a vertebrate. Vertebrates are cows. Rex is a cow. Cows are mammals. Rex is a mammal. Each mammal is small. Rex is small. ,True,Rex is small
 Each crustacean is red. Every crustacean is an invertebrate. Each invertebrate is temperate. Invertebrates are insects. Every insect is angry. Insects are ants. Every ant is floral. Each ant is a moth. Every moth is happy. Moths are animals. Every animal is not opaque. Each animal is an arthropod. Arthropods are not bright. Each spider is opaque. Every arthropod is a lepidopteran. Lepidopterans are liquid. Every lepidopteran is a butterfly. Max is an invertebrate. Is the following statement true or false? Max is not opaque., Max is an invertebrate. Invertebrates are insects. Max is an insect. Insects are ants. Max is an ant. Each ant is a moth. Max is a moth. Moths are animals. Max is an animal. Every animal is not opaque. Max is not opaque. ,True,Max is not opaque
 Composite numbers are nervous. Composite numbers are even numbers. Every even number is brown. Every even number is a Mersenne prime. Every Mersenne prime is spicy. Each fraction is opaque. Mersenne primes are integers. Integers are fruity. Integers are negative numbers. Each negative number is hot. Each negative number is a number. Each number is dull. Each number is a natural number. Natural numbers are not opaque. Every natural number is a real number. Real numbers are amenable. Each real number is a prime number. Rex is a Mersenne prime. Is the following statement true or false? Rex is not opaque., Rex is a Mersenne prime. Mersenne primes are integers. Rex is an integer. Integers are negative numbers. Rex is a negative number. Each negative number is a number. Rex is a number. Each number is a natural number. Rex is a natural number. Natural numbers are not opaque. Rex is not opaque. ,True,Rex is not opaque
 Each natural number is red. Natural numbers are real numbers. Every real number is bright. Real numbers are prime numbers. Prime numbers are not sour. Every number is opaque. Prime numbers are integers. Integers are temperate. Each integer is a negative number. Negative numbers are angry. Each negative number is an even number. Each even number is luminous. Each even number is a composite number. Composite numbers are not opaque. Every composite number is a fraction. Every fraction is large. Fractions are Mersenne primes. Fae is a prime number. Is the following statement true or false? Fae is opaque., Fae is a prime number. Prime numbers are integers. Fae is an integer. Each integer is a negative number. Fae is a negative number. Each negative number is an even number. Fae is an even number. Each even number is a composite number. Fae is a composite number. Composite numbers are not opaque. Fae is not opaque. ,False,Fae is opaque
 Natural numbers are earthy. Natural numbers are numbers. Numbers are not small. Every number is a prime number. Prime numbers are cold. Every prime number is an even number. Even numbers are not feisty. Even numbers are negative numbers. Each negative number is transparent. Negative numbers are integers. Every real number is not red. Each integer is red. Integers are Mersenne primes. Each Mersenne prime is sweet. Mersenne primes are fractions. Fractions are metallic. Every fraction is a composite number. Sally is a number. Is the following statement true or false? Sally is not red., Sally is a number. Every number is a prime number. Sally is a prime number. Every prime number is an even number. Sally is an even number. Even numbers are negative numbers. Sally is a negative number. Negative numbers are integers. Sally is an integer. Each integer is red. Sally is red. ,False,Sally is not red
 Every arthropod is earthy. Each arthropod is an ant. Ants are spicy. Each insect is brown. Each ant is a lepidopteran. Lepidopterans are liquid. Every lepidopteran is a butterfly. Every butterfly is transparent. Each butterfly is a moth. Moths are large. Moths are animals. Every animal is not brown. Each animal is an invertebrate. Each invertebrate is bright. Invertebrates are spiders. Every spider is hot. Every spider is a crustacean. Polly is an ant. Is the following statement true or false? Polly is not brown., Polly is an ant. Each ant is a lepidopteran. Polly is a lepidopteran. Every lepidopteran is a butterfly. Polly is a butterfly. Each butterfly is a moth. Polly is a moth. Moths are animals. Polly is an animal. Every animal is not brown. Polly is not brown. ,True,Polly is not brown
 Integers are large. Every integer is a fraction. Fractions are happy. Fractions are prime numbers. Prime numbers are dull. Prime numbers are composite numbers. Composite numbers are transparent. Each composite number is an even number. Each even number is not floral. Every even number is a number. Each number is aggressive. Numbers are real numbers. Each real number is sweet. Each negative number is not aggressive. Real numbers are natural numbers. Each natural number is not brown. Natural numbers are Mersenne primes. Fae is a fraction. Is the following statement true or false? Fae is not aggressive., Fae is a fraction. Fractions are prime numbers. Fae is a prime number. Prime numbers are composite numbers. Fae is a composite number. Each composite number is an even number. Fae is an even number. Every even number is a number. Fae is a number. Each number is aggressive. Fae is aggressive. ,False,Fae is not aggressive
 Each natural number is temperate. Every even number is not bright. Each even number is an integer. Every integer is transparent. Every integer is a composite number. Every composite number is not liquid. Composite numbers are Mersenne primes. Every Mersenne prime is brown. Mersenne primes are negative numbers. Every negative number is not temperate. Negative numbers are fractions. Fractions are not mean. Fractions are real numbers. Real numbers are earthy. Each real number is a prime number. Prime numbers are not shy. Prime numbers are numbers. Polly is an even number. Is the following statement true or false? Polly is temperate., Polly is an even number. Each even number is an integer. Polly is an integer. Every integer is a composite number. Polly is a composite number. Composite numbers are Mersenne primes. Polly is a Mersenne prime. Mersenne primes are negative numbers. Polly is a negative number. Every negative number is not temperate. Polly is not temperate. ,False,Polly is temperate
 Every arthropod is orange. Arthropods are ants. Every ant is not bitter. Invertebrates are hot. Ants are insects. Each insect is transparent. Every insect is a spider. Each spider is large. Spiders are lepidopterans. Each lepidopteran is luminous. Lepidopterans are crustaceans. Each crustacean is not floral. Each crustacean is a butterfly. Each butterfly is not hot. Every butterfly is a moth. Each moth is happy. Every moth is an animal. Alex is an insect. Is the following statement true or false? Alex is not hot., Alex is an insect. Every insect is a spider. Alex is a spider. Spiders are lepidopterans. Alex is a lepidopteran. Lepidopterans are crustaceans. Alex is a crustacean. Each crustacean is a butterfly. Alex is a butterfly. Each butterfly is not hot. Alex is not hot. ,True,Alex is not hot
 Each natural number is not small. Each natural number is a real number. Real numbers are not sweet. Every real number is an integer. Every integer is not fruity. Every number is orange. Integers are Mersenne primes. Each Mersenne prime is not dull. Every Mersenne prime is a fraction. Every fraction is not orange. Fractions are composite numbers. Composite numbers are not transparent. Every composite number is an even number. Each even number is not liquid. Even numbers are negative numbers. Each negative number is amenable. Every negative number is a prime number. Sam is a natural number. Is the following statement true or false? Sam is orange., Sam is a natural number. Each natural number is a real number. Sam is a real number. Every real number is an integer. Sam is an integer. Integers are Mersenne primes. Sam is a Mersenne prime. Every Mersenne prime is a fraction. Sam is a fraction. Every fraction is not orange. Sam is not orange. ,False,Sam is orange
 Fractions are bitter. Fractions are negative numbers. Each negative number is not opaque. Negative numbers are real numbers. Every real number is kind. Every real number is a composite number. Every composite number is orange. Composite numbers are prime numbers. Each prime number is fruity. Every prime number is an even number. Even numbers are nervous. Even numbers are numbers. Every number is not metallic. Natural numbers are metallic. Each number is a Mersenne prime. Each Mersenne prime is temperate. Mersenne primes are integers. Fae is a real number. Is the following statement true or false? Fae is metallic., Fae is a real number. Every real number is a composite number. Fae is a composite number. Composite numbers are prime numbers. Fae is a prime number. Every prime number is an even number. Fae is an even number. Even numbers are numbers. Fae is a number. Every number is not metallic. Fae is not metallic. ,False,Fae is metallic
 Every number is blue. Numbers are natural numbers. Each natural number is opaque. Natural numbers are real numbers. Real numbers are sweet. Every real number is a prime number. Each prime number is liquid. Prime numbers are fractions. Every fraction is hot. Each fraction is a Mersenne prime. Each even number is not bright. Each Mersenne prime is aggressive. Every Mersenne prime is an integer. Every integer is bright. Integers are composite numbers. Every composite number is earthy. Every composite number is a negative number. Fae is a real number. Is the following statement true or false? Fae is not bright., Fae is a real number. Every real number is a prime number. Fae is a prime number. Prime numbers are fractions. Fae is a fraction. Each fraction is a Mersenne prime. Fae is a Mersenne prime. Every Mersenne prime is an integer. Fae is an integer. Every integer is bright. Fae is bright. ,False,Fae is not bright
 Every prime number is not floral. Each prime number is a negative number. Each negative number is liquid. Negative numbers are natural numbers. Each natural number is kind. Each natural number is a Mersenne prime. Every Mersenne prime is transparent. Each number is spicy. Mersenne primes are composite numbers. Composite numbers are cold. Every composite number is an even number. Even numbers are not spicy. Even numbers are fractions. Every fraction is large. Fractions are real numbers. Real numbers are brown. Each real number is an integer. Max is a negative number. Is the following statement true or false? Max is spicy., Max is a negative number. Negative numbers are natural numbers. Max is a natural number. Each natural number is a Mersenne prime. Max is a Mersenne prime. Mersenne primes are composite numbers. Max is a composite number. Every composite number is an even number. Max is an even number. Even numbers are not spicy. Max is not spicy. ,False,Max is spicy
 Each moth is sour. Moths are invertebrates. Each invertebrate is not large. Invertebrates are butterflies. Each butterfly is cold. Butterflies are animals. Each animal is red. Animals are ants. Every ant is feisty. Every ant is a lepidopteran. Lepidopterans are not floral. Lepidopterans are spiders. Each insect is not feisty. Spiders are luminous. Each spider is an arthropod. Polly is a moth. Is the following statement true or false? Polly is not feisty., Polly is a moth. Moths are invertebrates. Polly is an invertebrate. Invertebrates are butterflies. Polly is a butterfly. Butterflies are animals. Polly is an animal. Animals are ants. Polly is an ant. Every ant is feisty. Polly is feisty. ,False,Polly is not feisty
 Moths are blue. Invertebrates are liquid. Each moth is a butterfly. Every butterfly is opaque. Butterflies are arthropods. Arthropods are not bright. Every arthropod is an animal. Animals are kind. Each animal is a lepidopteran. Lepidopterans are not liquid. Lepidopterans are insects. Insects are not large. Insects are crustaceans. Every crustacean is not hot. Crustaceans are spiders. Spiders are not fruity. Spiders are ants. Sam is a moth. Is the following statement true or false? Sam is not liquid., Sam is a moth. Each moth is a butterfly. Sam is a butterfly. Butterflies are arthropods. Sam is an arthropod. Every arthropod is an animal. Sam is an animal. Each animal is a lepidopteran. Sam is a lepidopteran. Lepidopterans are not liquid. Sam is not liquid. ,True,Sam is not liquid
 Natural numbers are metallic. Natural numbers are real numbers. Each real number is nervous. Real numbers are Mersenne primes. Mersenne primes are orange. Mersenne primes are numbers. Every number is earthy. Every number is an even number. Each even number is not spicy. Even numbers are negative numbers. Each integer is not dull. Negative numbers are opaque. Each negative number is a fraction. Fractions are dull. Every fraction is a composite number. Composite numbers are large. Composite numbers are prime numbers. Fae is a Mersenne prime. Is the following statement true or false? Fae is dull., Fae is a Mersenne prime. Mersenne primes are numbers. Fae is a number. Every number is an even number. Fae is an even number. Even numbers are negative numbers. Fae is a negative number. Each negative number is a fraction. Fae is a fraction. Fractions are dull. Fae is dull. ,True,Fae is dull
 Each arthropod is sour. Arthropods are moths. Butterflies are shy. Every moth is small. Moths are invertebrates. Invertebrates are not kind. Each invertebrate is an animal. Animals are metallic. Every animal is a crustacean. Crustaceans are not shy. Every crustacean is a lepidopteran. Every lepidopteran is opaque. Every lepidopteran is a spider. Polly is an arthropod. Is the following statement true or false? Polly is not shy., Polly is an arthropod. Arthropods are moths. Polly is a moth. Moths are invertebrates. Polly is an invertebrate. Each invertebrate is an animal. Polly is an animal. Every animal is a crustacean. Polly is a crustacean. Crustaceans are not shy. Polly is not shy. ,True,Polly is not shy
 Animals are large. Animals are felines. Every feline is fruity. Each feline is a cat. Every cat is wooden. Cats are mammals. Each mammal is opaque. Mammals are sheep. Sheep are blue. Every sheep is a carnivore. Each carnivore is shy. Cows are not shy. Every carnivore is a vertebrate. Vertebrates are not bitter. Every vertebrate is a snake. Every snake is temperate. Snakes are dogs. Sally is a feline. Is the following statement true or false? Sally is shy., Sally is a feline. Each feline is a cat. Sally is a cat. Cats are mammals. Sally is a mammal. Mammals are sheep. Sally is a sheep. Every sheep is a carnivore. Sally is a carnivore. Each carnivore is shy. Sally is shy. ,True,Sally is shy
 Every natural number is opaque. Every natural number is a negative number. Negative numbers are wooden. Negative numbers are numbers. Numbers are not bitter. Every number is a fraction. Every integer is large. Each fraction is happy. Fractions are even numbers. Even numbers are not mean. Each even number is a composite number. Each composite number is not large. Composite numbers are real numbers. Real numbers are not brown. Real numbers are Mersenne primes. Mersenne primes are fruity. Every Mersenne prime is a prime number. Sally is a negative number. Is the following statement true or false? Sally is not large., Sally is a negative number. Negative numbers are numbers. Sally is a number. Every number is a fraction. Sally is a fraction. Fractions are even numbers. Sally is an even number. Each even number is a composite number. Sally is a composite number. Each composite number is not large. Sally is not large. ,True,Sally is not large
 Ants are sweet. Each ant is an arthropod. Arthropods are not happy. Arthropods are spiders. Spiders are floral. Spiders are moths. Each moth is not cold. Every moth is a crustacean. Crustaceans are brown. Crustaceans are lepidopterans. Each lepidopteran is not dull. Each lepidopteran is a butterfly. Each animal is not brown. Butterflies are luminous. Butterflies are insects. Insects are not small. Every insect is an invertebrate. Wren is an ant. Is the following statement true or false? Wren is not brown., Wren is an ant. Each ant is an arthropod. Wren is an arthropod. Arthropods are spiders. Wren is a spider. Spiders are moths. Wren is a moth. Every moth is a crustacean. Wren is a crustacean. Crustaceans are brown. Wren is brown. ,False,Wren is not brown
 Each vertebrate is temperate. Vertebrates are sheep. Every sheep is not metallic. Carnivores are not red. Every sheep is a snake. Every snake is feisty. Each snake is a cat. Every cat is not fruity. Every cat is a feline. Felines are red. Each feline is a cow. Cows are aggressive. Cows are dogs. Every dog is small. Dogs are animals. Animals are bitter. Animals are mammals. Sally is a vertebrate. Is the following statement true or false? Sally is not red., Sally is a vertebrate. Vertebrates are sheep. Sally is a sheep. Every sheep is a snake. Sally is a snake. Each snake is a cat. Sally is a cat. Every cat is a feline. Sally is a feline. Felines are red. Sally is red. ,False,Sally is not red
 Each lepidopteran is not small. Each butterfly is opaque. Every lepidopteran is a moth. Every moth is not cold. Every moth is an ant. Each ant is red. Every ant is an insect. Insects are wooden. Insects are arthropods. Arthropods are bitter. Every arthropod is a spider. Spiders are not opaque. Spiders are animals. Animals are not nervous. Every animal is an invertebrate. Invertebrates are earthy. Each invertebrate is a crustacean. Alex is a moth. Is the following statement true or false? Alex is not opaque., Alex is a moth. Every moth is an ant. Alex is an ant. Every ant is an insect. Alex is an insect. Insects are arthropods. Alex is an arthropod. Every arthropod is a spider. Alex is a spider. Spiders are not opaque. Alex is not opaque. ,True,Alex is not opaque
 Each negative number is wooden. Every negative number is a number. Each number is temperate. Numbers are integers. Integers are bright. Each integer is an even number. Every even number is feisty. Even numbers are fractions. Natural numbers are sweet. Every fraction is not sweet. Each fraction is a composite number. Composite numbers are not earthy. Composite numbers are real numbers. Real numbers are transparent. Real numbers are Mersenne primes. Each Mersenne prime is not red. Each Mersenne prime is a prime number. Polly is a negative number. Is the following statement true or false? Polly is not sweet., Polly is a negative number. Every negative number is a number. Polly is a number. Numbers are integers. Polly is an integer. Each integer is an even number. Polly is an even number. Even numbers are fractions. Polly is a fraction. Every fraction is not sweet. Polly is not sweet. ,True,Polly is not sweet
 Every crustacean is happy. Every crustacean is an ant. Ants are mean. Insects are dull. Ants are invertebrates. Each invertebrate is wooden. Invertebrates are arthropods. Every arthropod is bitter. Each arthropod is a spider. Spiders are large. Each spider is a lepidopteran. Lepidopterans are not dull. Each lepidopteran is an animal. Each animal is opaque. Animals are moths. Moths are fruity. Moths are butterflies. Fae is an ant. Is the following statement true or false? Fae is dull., Fae is an ant. Ants are invertebrates. Fae is an invertebrate. Invertebrates are arthropods. Fae is an arthropod. Each arthropod is a spider. Fae is a spider. Each spider is a lepidopteran. Fae is a lepidopteran. Lepidopterans are not dull. Fae is not dull. ,False,Fae is dull
 Negative numbers are transparent. Every negative number is an integer. Every integer is small. Integers are real numbers. Real numbers are spicy. Each real number is a composite number. Composite numbers are not happy. Every composite number is a number. Numbers are not dull. Every number is a natural number. Natural numbers are earthy. Every even number is dull. Natural numbers are Mersenne primes. Mersenne primes are not red. Each Mersenne prime is a fraction. Every fraction is hot. Fractions are prime numbers. Rex is a negative number. Is the following statement true or false? Rex is not dull., Rex is a negative number. Every negative number is an integer. Rex is an integer. Integers are real numbers. Rex is a real number. Each real number is a composite number. Rex is a composite number. Every composite number is a number. Rex is a number. Numbers are not dull. Rex is not dull. ,True,Rex is not dull
 Fractions are not wooden. Fractions are negative numbers. Every negative number is bright. Every negative number is a composite number. Every composite number is not aggressive. Each composite number is a prime number. Prime numbers are sour. Every prime number is an even number. Even numbers are not small. Even numbers are real numbers. Real numbers are not earthy. Each real number is a number. Numbers are nervous. Numbers are Mersenne primes. Natural numbers are small. Mersenne primes are hot. Every Mersenne prime is an integer. Stella is a fraction. Is the following statement true or false? Stella is not small., Stella is a fraction. Fractions are negative numbers. Stella is a negative number. Every negative number is a composite number. Stella is a composite number. Each composite number is a prime number. Stella is a prime number. Every prime number is an even number. Stella is an even number. Even numbers are not small. Stella is not small. ,True,Stella is not small
 Arthropods are not kind. Every arthropod is a lepidopteran. Lepidopterans are not small. Lepidopterans are invertebrates. Every crustacean is not hot. Every invertebrate is orange. Each invertebrate is an animal. Animals are not opaque. Each animal is a butterfly. Butterflies are shy. Butterflies are insects. Each insect is metallic. Each insect is a moth. Moths are hot. Moths are ants. Every ant is bright. Each ant is a spider. Stella is an invertebrate. Is the following statement true or false? Stella is hot., Stella is an invertebrate. Each invertebrate is an animal. Stella is an animal. Each animal is a butterfly. Stella is a butterfly. Butterflies are insects. Stella is an insect. Each insect is a moth. Stella is a moth. Moths are hot. Stella is hot. ,True,Stella is hot
 Insects are blue. Each insect is a moth. Every moth is not bitter. Moths are ants. Ants are fruity. Ants are animals. Animals are small. Animals are spiders. Spiders are kind. Spiders are invertebrates. Invertebrates are not wooden. Every invertebrate is a crustacean. Lepidopterans are not kind. Every crustacean is not transparent. Crustaceans are arthropods. Sally is an insect. Is the following statement true or false? Sally is kind., Sally is an insect. Each insect is a moth. Sally is a moth. Moths are ants. Sally is an ant. Ants are animals. Sally is an animal. Animals are spiders. Sally is a spider. Spiders are kind. Sally is kind. ,True,Sally is kind
