Unnamed: 0,question,answer,ground_truth,query
892, Every crustacean is not small. Every crustacean is an arthropod. Each arthropod is opaque. Arthropods are spiders. Spiders are not amenable. Spiders are animals. Lepidopterans are amenable. Animals are not orange. Animals are moths. Every moth is dull. Every moth is a butterfly. Butterflies are nervous. Butterflies are insects. Insects are cold. Insects are invertebrates. Every invertebrate is not wooden. Each invertebrate is an ant. Alex is a crustacean. Is the following statement true or false? Alex is amenable., Alex is a crustacean. Every crustacean is an arthropod. Alex is an arthropod. Arthropods are spiders. Alex is a spider. Spiders are not amenable. Alex is not amenable. ,False,Alex is amenable
893, Each integer is transparent. Every integer is a natural number. Natural numbers are not dull. Natural numbers are numbers. Numbers are fruity. Numbers are prime numbers. Every prime number is large. Prime numbers are real numbers. Every real number is not liquid. Fractions are liquid. Real numbers are Mersenne primes. Each Mersenne prime is not brown. Each Mersenne prime is a negative number. Every negative number is kind. Negative numbers are even numbers. Even numbers are shy. Even numbers are composite numbers. Stella is a number. Is the following statement true or false? Stella is not liquid., Stella is a number. Numbers are prime numbers. Stella is a prime number. Prime numbers are real numbers. Stella is a real number. Every real number is not liquid. Stella is not liquid. ,True,Stella is not liquid
894, Animals are orange. Each animal is a sheep. Every sheep is not dull. Each sheep is a mammal. Every mammal is not mean. Mammals are snakes. Every snake is large. Each snake is a carnivore. Each carnivore is cold. Every carnivore is a dog. Dogs are wooden. Every dog is a cat. Cats are not fruity. Cats are cows. Cows are not nervous. Every cow is a feline. Each vertebrate is not large. Max is a sheep. Is the following statement true or false? Max is large., Max is a sheep. Each sheep is a mammal. Max is a mammal. Mammals are snakes. Max is a snake. Every snake is large. Max is large. ,True,Max is large
895, Each spider is angry. Spiders are animals. Each animal is bitter. Each animal is a butterfly. Every butterfly is bright. Butterflies are arthropods. Each arthropod is hot. Every arthropod is a crustacean. Each crustacean is shy. Insects are not hot. Each crustacean is an invertebrate. Each invertebrate is luminous. Invertebrates are lepidopterans. Each lepidopteran is earthy. Lepidopterans are moths. Every moth is small. Each moth is an ant. Alex is an animal. Is the following statement true or false? Alex is hot., Alex is an animal. Each animal is a butterfly. Alex is a butterfly. Butterflies are arthropods. Alex is an arthropod. Each arthropod is hot. Alex is hot. ,True,Alex is hot
896, Felines are large. Each feline is a carnivore. Carnivores are not metallic. Carnivores are cats. Cats are bright. Every vertebrate is earthy. Cats are cows. Cows are mean. Every cow is an animal. Each animal is not earthy. Each animal is a dog. Dogs are not sweet. Dogs are mammals. Mammals are not hot. Each mammal is a sheep. Wren is a cat. Is the following statement true or false? Wren is not earthy., Wren is a cat. Cats are cows. Wren is a cow. Every cow is an animal. Wren is an animal. Each animal is not earthy. Wren is not earthy. ,True,Wren is not earthy
897, Ants are cold. Every ant is a lepidopteran. Lepidopterans are bright. Lepidopterans are crustaceans. Every crustacean is floral. Every spider is not floral. Crustaceans are insects. Alex is an ant. Is the following statement true or false? Alex is floral., Alex is an ant. Every ant is a lepidopteran. Alex is a lepidopteran. Lepidopterans are crustaceans. Alex is a crustacean. Every crustacean is floral. Alex is floral. ,True,Alex is floral
898, Each invertebrate is not cold. Invertebrates are insects. Each insect is transparent. Insects are crustaceans. Every crustacean is dull. Butterflies are not dull. Every crustacean is a moth. Wren is an invertebrate. Is the following statement true or false? Wren is not dull., Wren is an invertebrate. Invertebrates are insects. Wren is an insect. Insects are crustaceans. Wren is a crustacean. Every crustacean is dull. Wren is dull. ,False,Wren is not dull
899, Prime numbers are aggressive. Every prime number is a real number. Each real number is not cold. Each real number is a composite number. Composite numbers are sour. Composite numbers are negative numbers. Negative numbers are shy. Every negative number is an integer. Integers are bright. Integers are natural numbers. Every natural number is not large. Natural numbers are Mersenne primes. Mersenne primes are not orange. Each even number is not shy. Mersenne primes are numbers. Numbers are liquid. Each number is a fraction. Rex is a real number. Is the following statement true or false? Rex is shy., Rex is a real number. Each real number is a composite number. Rex is a composite number. Composite numbers are negative numbers. Rex is a negative number. Negative numbers are shy. Rex is shy. ,True,Rex is shy
900, Fractions are not fruity. Every fraction is a Mersenne prime. Mersenne primes are blue. Every composite number is aggressive. Mersenne primes are prime numbers. Each prime number is opaque. Prime numbers are even numbers. Even numbers are dull. Each even number is a real number. Real numbers are not aggressive. Real numbers are natural numbers. Natural numbers are not feisty. Each natural number is an integer. Rex is a prime number. Is the following statement true or false? Rex is aggressive., Rex is a prime number. Prime numbers are even numbers. Rex is an even number. Each even number is a real number. Rex is a real number. Real numbers are not aggressive. Rex is not aggressive. ,False,Rex is aggressive
901, Moths are not brown. Each moth is an animal. Each animal is dull. Animals are insects. Insects are not large. Each ant is large. Each insect is a crustacean. Crustaceans are luminous. Each crustacean is an arthropod. Max is a moth. Is the following statement true or false? Max is large., Max is a moth. Each moth is an animal. Max is an animal. Animals are insects. Max is an insect. Insects are not large. Max is not large. ,False,Max is large
902, Every integer is opaque. Integers are Mersenne primes. Every Mersenne prime is dull. Each Mersenne prime is an even number. Even numbers are large. Even numbers are prime numbers. Prime numbers are shy. Prime numbers are fractions. Fractions are spicy. Fractions are numbers. Numbers are not amenable. Numbers are composite numbers. Each composite number is orange. Composite numbers are real numbers. Each natural number is amenable. Real numbers are floral. Every real number is a negative number. Sam is a prime number. Is the following statement true or false? Sam is amenable., Sam is a prime number. Prime numbers are fractions. Sam is a fraction. Fractions are numbers. Sam is a number. Numbers are not amenable. Sam is not amenable. ,False,Sam is amenable
903, Each mammal is dull. Mammals are felines. Felines are not small. Each feline is a carnivore. Dogs are not luminous. Each carnivore is luminous. Every carnivore is a cat. Cats are not amenable. Each cat is a cow. Max is a mammal. Is the following statement true or false? Max is luminous., Max is a mammal. Mammals are felines. Max is a feline. Each feline is a carnivore. Max is a carnivore. Each carnivore is luminous. Max is luminous. ,True,Max is luminous
904, Every real number is bitter. Real numbers are natural numbers. Natural numbers are feisty. Natural numbers are prime numbers. Every prime number is mean. Prime numbers are even numbers. Every composite number is not mean. Rex is a real number. Is the following statement true or false? Rex is not mean., Rex is a real number. Real numbers are natural numbers. Rex is a natural number. Natural numbers are prime numbers. Rex is a prime number. Every prime number is mean. Rex is mean. ,False,Rex is not mean
905, Each Mersenne prime is small. Integers are spicy. Every integer is a fraction. Each fraction is bright. Every fraction is a prime number. Prime numbers are luminous. Every prime number is a negative number. Every negative number is red. Negative numbers are real numbers. Real numbers are fruity. Every real number is an even number. Each even number is nervous. Even numbers are composite numbers. Composite numbers are transparent. Every composite number is a natural number. Each natural number is not small. Natural numbers are numbers. Sam is an even number. Is the following statement true or false? Sam is not small., Sam is an even number. Even numbers are composite numbers. Sam is a composite number. Every composite number is a natural number. Sam is a natural number. Each natural number is not small. Sam is not small. ,True,Sam is not small
906, Butterflies are nervous. Butterflies are lepidopterans. Each lepidopteran is orange. Each lepidopteran is an invertebrate. Every invertebrate is not earthy. Ants are angry. Invertebrates are spiders. Spiders are not angry. Spiders are animals. Sam is a lepidopteran. Is the following statement true or false? Sam is not angry., Sam is a lepidopteran. Each lepidopteran is an invertebrate. Sam is an invertebrate. Invertebrates are spiders. Sam is a spider. Spiders are not angry. Sam is not angry. ,True,Sam is not angry
907, Mammals are mean. Mammals are cows. Every dog is earthy. Every cow is transparent. Every cow is a feline. Felines are metallic. Every feline is a vertebrate. Vertebrates are not orange. Every vertebrate is a cat. Cats are happy. Every cat is a carnivore. Carnivores are not earthy. Carnivores are sheep. Alex is a vertebrate. Is the following statement true or false? Alex is not earthy., Alex is a vertebrate. Every vertebrate is a cat. Alex is a cat. Every cat is a carnivore. Alex is a carnivore. Carnivores are not earthy. Alex is not earthy. ,True,Alex is not earthy
908, Animals are amenable. Animals are arthropods. Arthropods are fruity. Every arthropod is a crustacean. Crustaceans are opaque. Crustaceans are invertebrates. Every butterfly is not opaque. Polly is an animal. Is the following statement true or false? Polly is not opaque., Polly is an animal. Animals are arthropods. Polly is an arthropod. Every arthropod is a crustacean. Polly is a crustacean. Crustaceans are opaque. Polly is opaque. ,False,Polly is not opaque
909, Composite numbers are opaque. Composite numbers are natural numbers. Natural numbers are bitter. Integers are not metallic. Each natural number is a fraction. Every fraction is cold. Each fraction is an even number. Every even number is bright. Each even number is a number. Each number is blue. Numbers are prime numbers. Every prime number is not feisty. Prime numbers are Mersenne primes. Mersenne primes are metallic. Every Mersenne prime is a real number. Each real number is not small. Real numbers are negative numbers. Max is a number. Is the following statement true or false? Max is metallic., Max is a number. Numbers are prime numbers. Max is a prime number. Prime numbers are Mersenne primes. Max is a Mersenne prime. Mersenne primes are metallic. Max is metallic. ,True,Max is metallic
910, Every animal is not opaque. Animals are cats. Cats are mean. Cats are felines. Each feline is earthy. Each feline is a snake. Snakes are not nervous. Each snake is a vertebrate. Every dog is hot. Each vertebrate is large. Every vertebrate is a mammal. Mammals are orange. Each mammal is a cow. Cows are not hot. Cows are sheep. Sheep are wooden. Sheep are carnivores. Rex is a vertebrate. Is the following statement true or false? Rex is not hot., Rex is a vertebrate. Every vertebrate is a mammal. Rex is a mammal. Each mammal is a cow. Rex is a cow. Cows are not hot. Rex is not hot. ,True,Rex is not hot
911, Every moth is opaque. Each moth is a spider. Each spider is not fruity. Spiders are butterflies. Butterflies are temperate. Every butterfly is a crustacean. Crustaceans are dull. Crustaceans are ants. Every ant is aggressive. Ants are arthropods. Every arthropod is not sweet. Every arthropod is a lepidopteran. Every lepidopteran is shy. Lepidopterans are animals. Every animal is not metallic. Animals are insects. Each invertebrate is sweet. Polly is a crustacean. Is the following statement true or false? Polly is not sweet., Polly is a crustacean. Crustaceans are ants. Polly is an ant. Ants are arthropods. Polly is an arthropod. Every arthropod is not sweet. Polly is not sweet. ,True,Polly is not sweet
912, Snakes are wooden. Animals are cold. Every animal is a cow. Every cow is orange. Every cow is a feline. Each feline is not transparent. Each feline is a mammal. Every mammal is sweet. Mammals are carnivores. Carnivores are not wooden. Carnivores are vertebrates. Sally is a feline. Is the following statement true or false? Sally is not wooden., Sally is a feline. Each feline is a mammal. Sally is a mammal. Mammals are carnivores. Sally is a carnivore. Carnivores are not wooden. Sally is not wooden. ,True,Sally is not wooden
913, Mammals are large. Mammals are dogs. Every dog is happy. Every dog is a carnivore. Carnivores are dull. Cows are temperate. Each carnivore is a sheep. Sheep are not kind. Each sheep is a cat. Cats are not blue. Cats are felines. Felines are not temperate. Each feline is a vertebrate. Vertebrates are sweet. Every vertebrate is a snake. Snakes are not transparent. Snakes are animals. Sally is a sheep. Is the following statement true or false? Sally is temperate., Sally is a sheep. Each sheep is a cat. Sally is a cat. Cats are felines. Sally is a feline. Felines are not temperate. Sally is not temperate. ,False,Sally is temperate
914, Every animal is liquid. Animals are mammals. Each mammal is large. Every mammal is a vertebrate. Each vertebrate is not blue. Vertebrates are snakes. Each dog is blue. Sam is an animal. Is the following statement true or false? Sam is blue., Sam is an animal. Animals are mammals. Sam is a mammal. Every mammal is a vertebrate. Sam is a vertebrate. Each vertebrate is not blue. Sam is not blue. ,False,Sam is blue
915, Every crustacean is opaque. Crustaceans are animals. Animals are not spicy. Animals are lepidopterans. Lepidopterans are bright. Every butterfly is angry. Lepidopterans are spiders. Spiders are cold. Spiders are insects. Every insect is not angry. Every insect is a moth. Every moth is small. Each moth is an arthropod. Arthropods are earthy. Each arthropod is an invertebrate. Each invertebrate is luminous. Invertebrates are ants. Alex is a lepidopteran. Is the following statement true or false? Alex is not angry., Alex is a lepidopteran. Lepidopterans are spiders. Alex is a spider. Spiders are insects. Alex is an insect. Every insect is not angry. Alex is not angry. ,True,Alex is not angry
916, Each integer is liquid. Integers are fractions. Fractions are not sour. Fractions are natural numbers. Natural numbers are nervous. Each natural number is a prime number. Numbers are not cold. Prime numbers are not earthy. Each prime number is a real number. Every real number is red. Each real number is a Mersenne prime. Every Mersenne prime is cold. Mersenne primes are negative numbers. Each negative number is not small. Negative numbers are composite numbers. Rex is a prime number. Is the following statement true or false? Rex is not cold., Rex is a prime number. Each prime number is a real number. Rex is a real number. Each real number is a Mersenne prime. Rex is a Mersenne prime. Every Mersenne prime is cold. Rex is cold. ,False,Rex is not cold
917, Every ant is feisty. Lepidopterans are not red. Every ant is a butterfly. Each butterfly is angry. Each butterfly is a crustacean. Crustaceans are earthy. Each crustacean is an animal. Each animal is red. Each animal is an invertebrate. Max is a butterfly. Is the following statement true or false? Max is not red., Max is a butterfly. Each butterfly is a crustacean. Max is a crustacean. Each crustacean is an animal. Max is an animal. Each animal is red. Max is red. ,False,Max is not red
918, Fractions are liquid. Fractions are composite numbers. Every composite number is aggressive. Every composite number is an even number. Every even number is not brown. Every even number is a real number. Each real number is not feisty. Every real number is a number. Every number is bright. Each number is a natural number. Natural numbers are fruity. Every natural number is a negative number. Integers are not fruity. Fae is a real number. Is the following statement true or false? Fae is not fruity., Fae is a real number. Every real number is a number. Fae is a number. Each number is a natural number. Fae is a natural number. Natural numbers are fruity. Fae is fruity. ,False,Fae is not fruity
919, Snakes are not spicy. Snakes are carnivores. Carnivores are floral. Every carnivore is a feline. Each feline is dull. Vertebrates are large. Every feline is a sheep. Sheep are not large. Sheep are cats. Every cat is transparent. Each cat is a cow. Cows are shy. Cows are dogs. Dogs are blue. Every dog is a mammal. Every mammal is aggressive. Mammals are animals. Stella is a carnivore. Is the following statement true or false? Stella is not large., Stella is a carnivore. Every carnivore is a feline. Stella is a feline. Every feline is a sheep. Stella is a sheep. Sheep are not large. Stella is not large. ,True,Stella is not large
920, Each ant is spicy. Ants are moths. Moths are not wooden. Moths are crustaceans. Every lepidopteran is cold. Each crustacean is large. Crustaceans are insects. Every insect is not cold. Each insect is an arthropod. Each arthropod is not orange. Arthropods are invertebrates. Rex is a moth. Is the following statement true or false? Rex is not cold., Rex is a moth. Moths are crustaceans. Rex is a crustacean. Crustaceans are insects. Rex is an insect. Every insect is not cold. Rex is not cold. ,True,Rex is not cold
921, Carnivores are not angry. Every carnivore is a snake. Snakes are transparent. Snakes are felines. Felines are not temperate. Felines are cows. Cows are earthy. Each cow is a sheep. Every sheep is blue. Sheep are cats. Animals are temperate. Polly is a carnivore. Is the following statement true or false? Polly is temperate., Polly is a carnivore. Every carnivore is a snake. Polly is a snake. Snakes are felines. Polly is a feline. Felines are not temperate. Polly is not temperate. ,False,Polly is temperate
922, Each number is not metallic. Numbers are integers. Integers are not kind. Integers are negative numbers. Every negative number is hot. Every negative number is a fraction. Every fraction is not transparent. Fractions are real numbers. Every real number is earthy. Real numbers are composite numbers. Every composite number is feisty. Composite numbers are natural numbers. Mersenne primes are not hot. Every natural number is not small. Natural numbers are even numbers. Even numbers are bright. Every even number is a prime number. Wren is a number. Is the following statement true or false? Wren is not hot., Wren is a number. Numbers are integers. Wren is an integer. Integers are negative numbers. Wren is a negative number. Every negative number is hot. Wren is hot. ,False,Wren is not hot
923, Every mammal is not amenable. Felines are red. Felines are sheep. Every sheep is not bitter. Each sheep is a cow. Every cow is bright. Cows are dogs. Each dog is large. Every dog is a carnivore. Carnivores are shy. Each carnivore is a snake. Snakes are temperate. Snakes are animals. Each animal is not transparent. Animals are vertebrates. Vertebrates are amenable. Vertebrates are cats. Fae is a snake. Is the following statement true or false? Fae is not amenable., Fae is a snake. Snakes are animals. Fae is an animal. Animals are vertebrates. Fae is a vertebrate. Vertebrates are amenable. Fae is amenable. ,False,Fae is not amenable
924, Moths are transparent. Every moth is a butterfly. Butterflies are large. Butterflies are spiders. Each spider is not bright. Spiders are invertebrates. Each invertebrate is not sour. Invertebrates are ants. Every lepidopteran is sour. Ants are not amenable. Ants are insects. Wren is a butterfly. Is the following statement true or false? Wren is not sour., Wren is a butterfly. Butterflies are spiders. Wren is a spider. Spiders are invertebrates. Wren is an invertebrate. Each invertebrate is not sour. Wren is not sour. ,True,Wren is not sour
925, Every insect is cold. Each insect is a lepidopteran. Each lepidopteran is brown. Each lepidopteran is a crustacean. Crustaceans are floral. Every crustacean is an ant. Moths are not happy. Each ant is not transparent. Ants are arthropods. Every arthropod is dull. Each arthropod is an animal. Each animal is happy. Animals are butterflies. Butterflies are mean. Each butterfly is an invertebrate. Each invertebrate is not spicy. Every invertebrate is a spider. Fae is an ant. Is the following statement true or false? Fae is happy., Fae is an ant. Ants are arthropods. Fae is an arthropod. Each arthropod is an animal. Fae is an animal. Each animal is happy. Fae is happy. ,True,Fae is happy
926, Each invertebrate is cold. Invertebrates are spiders. Spiders are brown. Spiders are lepidopterans. Each lepidopteran is amenable. Lepidopterans are butterflies. Butterflies are nervous. Butterflies are animals. Moths are not spicy. Each animal is spicy. Animals are crustaceans. Crustaceans are transparent. Crustaceans are ants. Ants are luminous. Ants are insects. Insects are bright. Insects are arthropods. Polly is a lepidopteran. Is the following statement true or false? Polly is spicy., Polly is a lepidopteran. Lepidopterans are butterflies. Polly is a butterfly. Butterflies are animals. Polly is an animal. Each animal is spicy. Polly is spicy. ,True,Polly is spicy
927, Every arthropod is transparent. Arthropods are butterflies. Butterflies are sweet. Every butterfly is a spider. Spiders are bright. Spiders are ants. Animals are not liquid. Ants are liquid. Ants are invertebrates. Every invertebrate is small. Invertebrates are moths. Moths are blue. Moths are lepidopterans. Every lepidopteran is hot. Lepidopterans are insects. Every insect is mean. Insects are crustaceans. Wren is a butterfly. Is the following statement true or false? Wren is not liquid., Wren is a butterfly. Every butterfly is a spider. Wren is a spider. Spiders are ants. Wren is an ant. Ants are liquid. Wren is liquid. ,False,Wren is not liquid
928, Insects are metallic. Every spider is opaque. Insects are moths. Moths are mean. Moths are crustaceans. Every crustacean is not opaque. Crustaceans are arthropods. Alex is an insect. Is the following statement true or false? Alex is not opaque., Alex is an insect. Insects are moths. Alex is a moth. Moths are crustaceans. Alex is a crustacean. Every crustacean is not opaque. Alex is not opaque. ,True,Alex is not opaque
929, Invertebrates are not dull. Invertebrates are lepidopterans. Every lepidopteran is not temperate. Lepidopterans are insects. Insects are not mean. Insects are spiders. Spiders are earthy. Each spider is an arthropod. Arthropods are not opaque. Arthropods are animals. Animals are not luminous. Animals are moths. Moths are not brown. Crustaceans are opaque. Every moth is an ant. Ants are small. Each ant is a butterfly. Alex is an insect. Is the following statement true or false? Alex is not opaque., Alex is an insect. Insects are spiders. Alex is a spider. Each spider is an arthropod. Alex is an arthropod. Arthropods are not opaque. Alex is not opaque. ,True,Alex is not opaque
930, Each feline is transparent. Each cat is brown. Every feline is a sheep. Each sheep is bright. Sheep are snakes. Snakes are wooden. Each snake is a vertebrate. Vertebrates are not brown. Vertebrates are animals. Every animal is sour. Every animal is a mammal. Each mammal is large. Each mammal is a dog. Every dog is aggressive. Every dog is a cow. Cows are happy. Cows are carnivores. Wren is a sheep. Is the following statement true or false? Wren is brown., Wren is a sheep. Sheep are snakes. Wren is a snake. Each snake is a vertebrate. Wren is a vertebrate. Vertebrates are not brown. Wren is not brown. ,False,Wren is brown
931, Each snake is not sour. Snakes are dogs. Every dog is large. Every cow is transparent. Dogs are mammals. Each mammal is not transparent. Every mammal is a feline. Sally is a snake. Is the following statement true or false? Sally is transparent., Sally is a snake. Snakes are dogs. Sally is a dog. Dogs are mammals. Sally is a mammal. Each mammal is not transparent. Sally is not transparent. ,False,Sally is transparent
932, Even numbers are hot. Each even number is a prime number. Every prime number is not dull. Prime numbers are composite numbers. Composite numbers are not happy. Each Mersenne prime is not orange. Each composite number is a natural number. Natural numbers are earthy. Natural numbers are integers. Each integer is not wooden. Every integer is a negative number. Each negative number is angry. Each negative number is a fraction. Each fraction is not large. Fractions are numbers. Every number is orange. Numbers are real numbers. Fae is a negative number. Is the following statement true or false? Fae is orange., Fae is a negative number. Each negative number is a fraction. Fae is a fraction. Fractions are numbers. Fae is a number. Every number is orange. Fae is orange. ,True,Fae is orange
933, Snakes are not dull. Every snake is an animal. Animals are orange. Animals are vertebrates. Every vertebrate is not large. Every vertebrate is a cow. Every cow is not cold. Cows are sheep. Each sheep is not opaque. Sheep are cats. Cats are nervous. Cats are mammals. Each mammal is mean. Mammals are felines. Every feline is metallic. Every dog is large. Felines are carnivores. Polly is a snake. Is the following statement true or false? Polly is not large., Polly is a snake. Every snake is an animal. Polly is an animal. Animals are vertebrates. Polly is a vertebrate. Every vertebrate is not large. Polly is not large. ,True,Polly is not large
934, Numbers are not cold. Numbers are even numbers. Every even number is not wooden. Every even number is a real number. Real numbers are not floral. Real numbers are negative numbers. Each negative number is not spicy. Every negative number is a prime number. Each prime number is blue. Prime numbers are composite numbers. Composite numbers are transparent. Every integer is not transparent. Each composite number is a fraction. Every fraction is angry. Every fraction is a Mersenne prime. Every Mersenne prime is large. Mersenne primes are natural numbers. Alex is a negative number. Is the following statement true or false? Alex is not transparent., Alex is a negative number. Every negative number is a prime number. Alex is a prime number. Prime numbers are composite numbers. Alex is a composite number. Composite numbers are transparent. Alex is transparent. ,False,Alex is not transparent
935, Cats are temperate. Every cat is a sheep. Sheep are not large. Sheep are mammals. Every mammal is not liquid. Mammals are animals. Each feline is not angry. Each animal is bitter. Animals are vertebrates. Vertebrates are angry. Vertebrates are cows. Alex is a mammal. Is the following statement true or false? Alex is angry., Alex is a mammal. Mammals are animals. Alex is an animal. Animals are vertebrates. Alex is a vertebrate. Vertebrates are angry. Alex is angry. ,True,Alex is angry
936, Each fraction is hot. Fractions are integers. Each integer is not large. Each integer is a number. Numbers are earthy. Numbers are prime numbers. Prime numbers are not dull. Every prime number is a natural number. Natural numbers are wooden. Natural numbers are Mersenne primes. Mersenne primes are transparent. Each Mersenne prime is a real number. Composite numbers are not spicy. Real numbers are spicy. Every real number is an even number. Each even number is not happy. Even numbers are negative numbers. Wren is a natural number. Is the following statement true or false? Wren is spicy., Wren is a natural number. Natural numbers are Mersenne primes. Wren is a Mersenne prime. Each Mersenne prime is a real number. Wren is a real number. Real numbers are spicy. Wren is spicy. ,True,Wren is spicy
937, Each invertebrate is hot. Invertebrates are crustaceans. Each crustacean is not metallic. Each crustacean is a moth. Moths are orange. Moths are arthropods. Arthropods are not large. Arthropods are insects. Each insect is not bright. Each insect is an animal. Every animal is not amenable. Animals are ants. Each ant is transparent. Ants are butterflies. Spiders are nervous. Every butterfly is not nervous. Butterflies are lepidopterans. Fae is an animal. Is the following statement true or false? Fae is not nervous., Fae is an animal. Animals are ants. Fae is an ant. Ants are butterflies. Fae is a butterfly. Every butterfly is not nervous. Fae is not nervous. ,True,Fae is not nervous
938, Mammals are not transparent. Every mammal is a feline. Felines are orange. Every feline is a sheep. Every sheep is metallic. Every sheep is a dog. Every dog is not small. Every dog is a cat. Cats are sweet. Cats are snakes. Each snake is earthy. Each snake is a cow. Cows are not shy. Each cow is a carnivore. Each carnivore is temperate. Every carnivore is an animal. Vertebrates are small. Wren is a feline. Is the following statement true or false? Wren is not small., Wren is a feline. Every feline is a sheep. Wren is a sheep. Every sheep is a dog. Wren is a dog. Every dog is not small. Wren is not small. ,True,Wren is not small
939, Dogs are red. Every dog is an animal. Animals are transparent. Each animal is a feline. Felines are not angry. Every feline is a vertebrate. Each vertebrate is not large. Each vertebrate is a carnivore. Every carnivore is not cold. Carnivores are sheep. Sheep are not wooden. Sheep are mammals. Each mammal is not dull. Mammals are cows. Each snake is not happy. Cows are happy. Each cow is a cat. Alex is a sheep. Is the following statement true or false? Alex is happy., Alex is a sheep. Sheep are mammals. Alex is a mammal. Mammals are cows. Alex is a cow. Cows are happy. Alex is happy. ,True,Alex is happy
940, Each mammal is blue. Mammals are cows. Cows are mean. Cows are carnivores. Vertebrates are bitter. Every carnivore is happy. Each carnivore is a dog. Dogs are large. Dogs are sheep. Each sheep is not bitter. Every sheep is a snake. Snakes are not fruity. Each snake is a cat. Fae is a carnivore. Is the following statement true or false? Fae is bitter., Fae is a carnivore. Each carnivore is a dog. Fae is a dog. Dogs are sheep. Fae is a sheep. Each sheep is not bitter. Fae is not bitter. ,False,Fae is bitter
941, Every insect is small. Each insect is an invertebrate. Invertebrates are fruity. Invertebrates are spiders. Spiders are opaque. Each spider is a moth. Every moth is sweet. Moths are animals. Animals are metallic. Each arthropod is not sweet. Each animal is a lepidopteran. Lepidopterans are amenable. Lepidopterans are butterflies. Butterflies are bright. Every butterfly is an ant. Ants are not nervous. Ants are crustaceans. Polly is an invertebrate. Is the following statement true or false? Polly is not sweet., Polly is an invertebrate. Invertebrates are spiders. Polly is a spider. Each spider is a moth. Polly is a moth. Every moth is sweet. Polly is sweet. ,False,Polly is not sweet
942, Cows are hot. Every cow is a sheep. Every sheep is spicy. Sheep are mammals. Mammals are not bright. Dogs are bright. Mammals are carnivores. Carnivores are luminous. Every carnivore is an animal. Every animal is earthy. Animals are vertebrates. Every vertebrate is not happy. Each vertebrate is a cat. Wren is a cow. Is the following statement true or false? Wren is not bright., Wren is a cow. Every cow is a sheep. Wren is a sheep. Sheep are mammals. Wren is a mammal. Mammals are not bright. Wren is not bright. ,True,Wren is not bright
943, Natural numbers are not metallic. Each natural number is a prime number. Every prime number is transparent. Every prime number is a fraction. Each fraction is dull. Fractions are even numbers. Even numbers are earthy. Every even number is a negative number. Every negative number is mean. Each negative number is a real number. Real numbers are not large. Each real number is a composite number. Composite numbers are happy. Numbers are large. Each composite number is a Mersenne prime. Each Mersenne prime is not temperate. Mersenne primes are integers. Sally is an even number. Is the following statement true or false? Sally is large., Sally is an even number. Every even number is a negative number. Sally is a negative number. Each negative number is a real number. Sally is a real number. Real numbers are not large. Sally is not large. ,False,Sally is large
944, Butterflies are not hot. Every butterfly is an ant. Ants are red. Ants are insects. Insects are transparent. Each insect is a crustacean. Every crustacean is metallic. Each moth is earthy. Each crustacean is a spider. Every spider is not amenable. Every spider is a lepidopteran. Lepidopterans are not earthy. Lepidopterans are invertebrates. Alex is a crustacean. Is the following statement true or false? Alex is earthy., Alex is a crustacean. Each crustacean is a spider. Alex is a spider. Every spider is a lepidopteran. Alex is a lepidopteran. Lepidopterans are not earthy. Alex is not earthy. ,False,Alex is earthy
945, Every arthropod is red. Arthropods are insects. Insects are spicy. Insects are crustaceans. Each crustacean is not liquid. Every ant is liquid. Each crustacean is a butterfly. Fae is an arthropod. Is the following statement true or false? Fae is not liquid., Fae is an arthropod. Arthropods are insects. Fae is an insect. Insects are crustaceans. Fae is a crustacean. Each crustacean is not liquid. Fae is not liquid. ,True,Fae is not liquid
946, Insects are temperate. Insects are animals. Each animal is feisty. Every animal is an invertebrate. Each invertebrate is blue. Invertebrates are moths. Each butterfly is not blue. Stella is an insect. Is the following statement true or false? Stella is not blue., Stella is an insect. Insects are animals. Stella is an animal. Every animal is an invertebrate. Stella is an invertebrate. Each invertebrate is blue. Stella is blue. ,False,Stella is not blue
947, Each arthropod is bright. Arthropods are spiders. Spiders are not earthy. Ants are orange. Each spider is a crustacean. Crustaceans are not orange. Crustaceans are moths. Every moth is not opaque. Moths are animals. Wren is an arthropod. Is the following statement true or false? Wren is orange., Wren is an arthropod. Arthropods are spiders. Wren is a spider. Each spider is a crustacean. Wren is a crustacean. Crustaceans are not orange. Wren is not orange. ,False,Wren is orange
948, Sheep are not temperate. Each sheep is a cow. Cows are bright. Every cow is a vertebrate. Every vertebrate is metallic. Vertebrates are felines. Felines are amenable. Felines are dogs. Dogs are red. Dogs are cats. Cats are shy. Cats are snakes. Snakes are not opaque. Snakes are mammals. Mammals are earthy. Mammals are carnivores. Every animal is not amenable. Rex is a cow. Is the following statement true or false? Rex is amenable., Rex is a cow. Every cow is a vertebrate. Rex is a vertebrate. Vertebrates are felines. Rex is a feline. Felines are amenable. Rex is amenable. ,True,Rex is amenable
949, Every snake is not brown. Mammals are luminous. Snakes are sheep. Each sheep is large. Every sheep is a cat. Every cat is floral. Cats are cows. Every cow is not luminous. Each cow is a dog. Each dog is dull. Dogs are animals. Polly is a sheep. Is the following statement true or false? Polly is luminous., Polly is a sheep. Every sheep is a cat. Polly is a cat. Cats are cows. Polly is a cow. Every cow is not luminous. Polly is not luminous. ,False,Polly is luminous
